"","text","original_id","retweet_time","retweeter","retweeter_name","GoPackGo","Packers","GBvsNYG","GiantsPride","Giants","Association"
"1","@ASavageNation @VP @LindseyKevitch @marklevinshow @Sophiejulia @jeremypiven @UPS @KTNV @FOX5Vegas @JewishJournal @AKevitch @jennadewan @JennyTaft @RealSkipBayless @GOPLeader @drtonyevans @kenjeong @maxkellerman @RahmEmanuel @RepFredUpton @tedlieu @TulsiGabbard @BillHemmer @SandraSmithFox @BillClinton @seanhannity @SheinelleJones @Sheriff_LVMPD @LVMPD @FedEx 👂to @cannonhartman @ohrnberger @AM570LASports 👍 @kurt13warner @Kevinharlan @Theoldp @mattmoneysmith @AKevitch @brighten_HQ @Eagles #FlyEaglesFly @packers #GoPackGo @TomBrady @Edelman11 for @DCarr8 @espn_jon 👀🔝@Chargers #BoltUp &amp; go 2 @SanDiegoCounty @Kevin_Faulconer @sdut @EW",1201258576288681984,"2019-12-01 21:55:40",989123054872608768,"WarriorProphetJeremiahWBalik",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersRetweets"
"2","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:51:13",16953393,"Aaron Nagler",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"3","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:51:17",245469138,"Tony Morgese",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"4","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:52:41",31689942,"packersforever",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"5","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:53:07",139960190,"Dave Shreeve",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"6","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:54:08",4540906097,"Packers12Rodgers🐐",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"7","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:54:13",723185970292490240,"Miss Courtney",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"8","Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105984,"2019-12-01 21:57:44",739769498,"Hitman 1-2",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersRetweets"
"9","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:32",458908503,"Alexa Wood",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"10","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:33",20714963,"🐲PACE🐲",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"11","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:33",2673495107,"Doug LeJambre",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"12","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:35",55860224,"Katie B",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"13","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:35",2737917682,"Kenneth",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"14","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:37",837500093599211520,"Adam Rodry",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"15","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:41",16272615,"Babyf8ce",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"16","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:45",2384076626,"daniel isaac sanchez",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"17","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:50:48",420100937,"RIP Granny ❤️",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"18","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:02",155101600,"Christie🧀💚💛",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"19","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:02",3120216321,"SnowSZN ❄️⛄️(13-6)🚀 (9-3-0)🧀 (0-0)☄️ (12-10-4)🐺",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"20","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:08",931000391940038656,"Ashley Nicole Wilson",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"21","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:20",1158233796183044096,"Mackenzie Cain",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"22","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:24",3232158732,"IVAN ☾",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"23","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:27",1560743412,"Franch",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"24","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:30",243975557,"Greg Robinson",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"25","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:33",2181215818,"$lim🐐💸💰",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"26","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:52",328833321,"✨🌸Hayley Suzanne🌸✨",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"27","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:51:54",1199846965854572544,"David Talbott",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"28","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:00",1109744851,"Florian Höche",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"29","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:04",179569486,"BigE",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"30","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:08",1631448193,"Devils still #1, but Canes and Avs fan too.",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"31","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:20",1025321550,"FaZeMcLovin",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"32","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:30",1120489342621732864,"jordan2000",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"33","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:40",437986633,"RedBlack",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"34","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:50",30897466,"William H.",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"35","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:52",1200846194043498496,"9-3 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"36","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:56",428827227,"Itzia Gabriela",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"37","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:52:57",3015734067,"Jolly Leans ☃️",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"38","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:53:00",139960190,"Dave Shreeve",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"39","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:53:05",340143555,"Karl Stallman",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"40","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:53:14",1102001305487396864,"Empacotador Pistola",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"41","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:54:15",53746922,"Heather Lea 🏳️‍🌈🐴",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"42","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:54:21",729264218,"Ross Wynne",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"43","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:54:29",4540906097,"Packers12Rodgers🐐",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"44","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:54:51",415214756,"dan 🦃",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"45","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:55:32",1036470881596276736,"AP 🧀 9-3 🇵🇹🇨🇦",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"46","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:56:09",721891180565245952,"αλέ🇬🇷",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"47","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:57:36",300008938,"Javier Ortiz",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"48","A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,"2019-12-01 21:57:45",69962846,"Tyler Swanson",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"49","#GoPackGo 🧀 9-3",1201257212469030912,"2019-12-01 21:51:06",431151084,"Jamaican King 🇯🇲",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersRetweets"
"50","#Packers QB Aaron Rodgers gets No. 38. Read this gem from @mattschneidman of @TheAthleticWISC to find out what I'm referring to: https://t.co/3cMEzdcAj3 #GoPackGo #GoPack #GBvsNYG #NFLSunday #NFLRedZone  #NFL100 @TheAthleticNFL",1201255655069421568,"2019-12-01 21:44:42",807838456537878528,"The Athletic Wisconsin",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"51","#GoPackGo 💚❄️ https://t.co/asDsLYHP1S",1201255551268601856,"2019-12-01 21:44:00",95939629,"Larry",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersRetweets"
"52","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:39:52",420100937,"RIP Granny ❤️",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"53","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:39:53",1149490498882510848,"kovac kidd Jr.",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"54","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:39:54",243975557,"Greg Robinson",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"55","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:11",752635736453619712,"D❄️",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"56","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:13",2737917682,"Kenneth",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"57","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:30",2364447558,"Teazy",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"58","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:30",1158233796183044096,"Mackenzie Cain",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"59","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:36",1117629876,"Jerry Bartels",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"60","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:42",16272615,"Babyf8ce",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"61","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:43",283993446,"Rubén Robles Alonso",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"62","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:40:51",15091741,"🇺🇲 Shmeggie 🇺🇲",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"63","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:00",165629711,"Steve Putt",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"64","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:01",1104874777,"Bryce Diltz",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"65","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:02",505874097,"marcoabdalla 🇧🇷🇱🇧🇺🇸",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"66","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:08",913188870279249920,"Taty",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"67","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:09",228471037,"Becky Borden",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"68","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:13",3015734067,"Jolly Leans ☃️",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"69","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:24",1200846194043498496,"9-3 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"70","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:32",31275274,"Yoda Rocks",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"71","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:37",857749557870026752,"Jimmy",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"72","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:43",75456488,"uncle mike",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"73","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:43",1193134943779508224,"🕊🦉",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"74","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:41:51",1020743112782753792,"Brayden 🔥",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"75","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:42:25",1535777179,"Mackenzie-x",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"76","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:42:43",43496230,"🧁",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"77","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:42:48",1107877661710475264,"Emiley🎀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"78","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:02",1486308636,"Brandon Smith",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"79","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:02",1201220262374629376,"FrankieP",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"80","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:16",1127183784,"josh",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"81","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:21",3339412632,"Patricia Martinet",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"82","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:31",77899233,"Jeremy",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"83","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:43:59",2954453891,"Jane Abbott",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"84","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:44:02",512553308,"Brandon Hearst",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"85","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:44:06",259554877,"ryan c8️⃣5️⃣",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"86","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:44:14",2450099033,"Hannah",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"87","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:44:22",190100610,"9-3 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"88","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:44:24",28729552,"_itsrose",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"89","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:45:02",948387164,"Kayla(:",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"90","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:45:31",139960190,"Dave Shreeve",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"91","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:46:17",1917218150,"Stuart Widro",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"92","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:46:31",2448149155,"Austin",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"93","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:47:13",219117407,"Aaron Dent",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"94","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:47:17",142075953,"Rahsaan",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
"95","#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,"2019-12-01 21:47:38",4788730802,"DJ🖤",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersRetweets"
