date_game,day_name,winner_school_name,winner_points,game_location,loser_school_name,loser_points
2020-01-01,Wed,Alabama,35,,Michigan,16
2020-01-01,Wed,Georgia,26,,Baylor,14
2020-01-01,Wed,Minnesota,31,,Auburn,24
2020-01-01,Wed,Oregon,28,,Wisconsin,27
2020-01-02,Thu,Cincinnati,38,,Boston College,6
2020-01-02,Thu,Tennessee,23,,Indiana,22
2020-01-03,Fri,Ohio,30,,Nevada,21
2020-01-04,Sat,Tulane,30,,Southern Mississippi,13
2020-01-06,Mon,Louisiana,27,,Miami (OH),17
2020-01-13,Mon,Louisiana State,42,,Clemson,25
2019-08-24,Sat,Florida,24,,Miami (FL),20
2019-08-31,Sat,Stanford,17,,Northwestern,7
2019-09-14,Sat,Louisville,38,,Western Kentucky,21
2019-09-21,Sat,Mississippi State,28,,Kentucky,13
2019-09-28,Sat,Texas State,24,,Nicholls State,3
2019-10-12,Sat,Arizona State,38,,Washington State,34
2019-10-19,Sat,Georgia Southern,30,,Coastal Carolina,27
2019-10-26,Sat,Middle Tennessee State,50,,Florida International,17
2019-11-02,Sat,UCLA,31,,Colorado,14
2019-11-16,Sat,Cincinnati,20,@,South Florida,17
2019-11-23,Sat,Kent State,41,,Ball State,38
2019-11-30,Sat,Kansas State,27,,Iowa State,17
2019-12-31,Tue,Arizona State,20,,Florida State,14
2019-08-31,Sat,Syracuse,24,@,Liberty,0
2019-08-31,Sat,Temple,56,,Bucknell,12
2019-08-31,Sat,Texas,45,,Louisiana Tech,14
2019-08-31,Sat,Texas Christian,39,,Arkansas-Pine Bluff,7
2019-08-31,Sat,Texas Tech,45,,Montana State,10
2019-08-31,Sat,Texas-El Paso,36,,Houston Baptist,34
2019-08-31,Sat,Texas-San Antonio,35,,Incarnate Word,7
2019-08-31,Sat,Troy,43,,Campbell,14
2019-08-31,Sat,Virginia,30,@,Pittsburgh,14
2019-08-31,Sat,Washington,47,,Eastern Washington,14
2019-08-31,Sat,Washington State,58,,New Mexico State,7
2019-08-31,Sat,West Virginia,20,,James Madison,13
2019-08-31,Sat,Western Michigan,48,,Monmouth,13
2019-08-31,Sat,Wyoming,37,,Missouri,31
2019-09-01,Sun,Oklahoma,49,,Houston,31
2019-09-02,Mon,Notre Dame,35,@,Louisville,17
2019-09-06,Fri,Arizona State,19,,Sacramento State,7
2019-09-06,Fri,Boise State,14,,Marshall,7
2019-09-06,Fri,Virginia,52,,William & Mary,17
2019-09-06,Fri,Wake Forest,41,@,Rice,21
2019-09-07,Sat,Alabama,62,,New Mexico State,10
2019-09-07,Sat,Alabama-Birmingham,31,@,Akron,20
2019-09-07,Sat,Appalachian State,56,,Charlotte,41
2019-09-07,Sat,Arizona,65,,Northern Arizona,41
2019-09-07,Sat,Arkansas State,43,@,Nevada-Las Vegas,17
2019-09-07,Sat,Auburn,24,,Tulane,6
2019-09-07,Sat,Ball State,57,,Fordham,29
2019-09-07,Sat,Baylor,63,,Texas-San Antonio,14
2019-09-07,Sat,Boston College,45,,Richmond,13
2019-09-07,Sat,Brigham Young,29,@,Tennessee,26
2019-09-07,Sat,California,20,@,Washington,19
2019-09-07,Sat,Central Florida,48,@,Florida Atlantic,14
2019-09-07,Sat,Clemson,24,,Texas A&M,10
2019-09-07,Sat,Coastal Carolina,12,@,Kansas,7
2019-09-07,Sat,Colorado,34,,Nebraska,31
2019-09-07,Sat,Colorado State,38,,Western Illinois,13
2019-09-07,Sat,Duke,45,,North Carolina A&T,13
2019-09-07,Sat,East Carolina,48,,Gardner-Webb,9
2019-09-07,Sat,Florida,45,,Tennessee-Martin,0
2019-09-07,Sat,Florida State,45,,Louisiana-Monroe,44
2019-09-07,Sat,Georgia,63,,Murray State,17
2019-09-07,Sat,Georgia Southern,26,,Maine,18
2019-09-07,Sat,Georgia State,48,,Furman,42
2019-09-07,Sat,Georgia Tech,14,,South Florida,10
2019-09-07,Sat,Hawaii,31,,Oregon State,28
2019-09-07,Sat,Houston,37,,Prairie View A&M,17
2019-09-07,Sat,Illinois,31,@,Connecticut,23
2019-09-07,Sat,Indiana,52,,Eastern Illinois,0
2019-09-07,Sat,Iowa,30,,Rutgers,0
2019-09-07,Sat,Kansas State,52,,Bowling Green State,0
2019-09-07,Sat,Kent State,26,,Kennesaw State,23
2019-09-07,Sat,Kentucky,38,,Eastern Michigan,17
2019-09-07,Sat,Louisiana,35,,Liberty,14
2019-09-07,Sat,Louisiana State,45,@,Texas,38
2019-09-07,Sat,Louisiana Tech,20,,Grambling State,14
2019-01-01,Tue,Iowa,27,,Mississippi State,22
2019-01-01,Tue,Kentucky,27,,Penn State,24
2019-01-01,Tue,Louisiana State,40,,Central Florida,32
2019-01-01,Tue,Ohio State,28,,Washington,23
2019-01-01,Tue,Texas,28,,Georgia,21
2019-01-07,Mon,Clemson,44,,Alabama,16
2019-12-31,Tue,Kentucky,37,,Virginia Tech,30
2019-12-31,Tue,Navy,20,,Kansas State,17
2019-12-31,Tue,Texas,38,,Utah,10
2019-12-31,Tue,Wyoming,38,,Georgia State,17
2019-08-24,Sat,Hawaii,45,,Arizona,38
2019-08-29,Thu,Alabama-Birmingham,24,,Alabama State,19
2019-08-29,Thu,Arizona State,30,,Kent State,7
2019-08-29,Thu,Bowling Green State,46,,Morgan State,3
2019-08-29,Thu,Buffalo,38,,Robert Morris,10
2019-08-29,Thu,Central Arkansas,35,@,Western Kentucky,28
2019-08-29,Thu,Central Florida,62,,Florida A&M,0
2019-08-29,Thu,Central Michigan,38,,Albany,21
2019-08-29,Thu,Charlotte,49,,Gardner-Webb,28
2019-08-29,Thu,Cincinnati,24,,UCLA,14
2019-08-29,Thu,Clemson,52,,Georgia Tech,14
2019-08-29,Thu,Connecticut,24,,Wagner,21
2019-08-29,Thu,Minnesota,28,,South Dakota State,21
2019-08-29,Thu,San Jose State,35,,Northern Colorado,18
2019-08-29,Thu,Texas A&M,41,,Texas State,7
2019-08-29,Thu,Tulane,42,,Florida International,14
2019-08-29,Thu,Utah,30,@,Brigham Young,12
2019-08-30,Fri,Army,14,,Rice,7
2019-08-30,Fri,Colorado,52,,Colorado State,31
2019-08-30,Fri,Michigan State,28,,Tulsa,7
2019-08-30,Fri,Nevada,34,,Purdue,31
2019-08-30,Fri,Oklahoma State,52,@,Oregon State,36
2019-08-30,Fri,Rutgers,48,,Massachusetts,21
2019-08-30,Fri,Wake Forest,38,,Utah State,35
2019-08-30,Fri,Wisconsin,49,@,South Florida,0
2019-08-31,Sat,Air Force,48,,Colgate,7
2019-08-31,Sat,Alabama,42,,Duke,3
2019-08-31,Sat,Appalachian State,42,,East Tennessee State,7
2019-08-31,Sat,Arkansas,20,,Portland State,13
2019-08-31,Sat,Auburn,27,,Oregon,21
2019-08-31,Sat,Baylor,56,,Stephen F. Austin,17
2019-08-31,Sat,Boise State,36,@,Florida State,31
2019-08-31,Sat,Boston College,35,,Virginia Tech,28
2019-08-31,Sat,California,27,,California-Davis,13
2019-08-31,Sat,Eastern Michigan,30,@,Coastal Carolina,23
2019-08-31,Sat,Georgia,30,@,Vanderbilt,6
2019-08-31,Sat,Georgia State,38,@,Tennessee,30
2019-08-31,Sat,Illinois,42,,Akron,3
2019-08-31,Sat,Indiana,34,,Ball State,24
2019-08-31,Sat,Iowa,38,,Miami (OH),14
2019-08-31,Sat,Iowa State,29,,Northern Iowa,26
2019-08-31,Sat,Kansas,24,,Indiana State,17
2019-08-31,Sat,Kansas State,49,,Nicholls State,14
2019-08-31,Sat,Kentucky,38,,Toledo,24
2019-08-31,Sat,Louisiana State,55,,Georgia Southern,3
2019-08-31,Sat,Louisiana-Monroe,31,,Grambling State,9
2019-08-31,Sat,Marshall,56,,Virginia Military Institute,17
2019-08-31,Sat,Maryland,79,,Howard,0
2019-08-31,Sat,Memphis,15,,Mississippi,10
2019-08-31,Sat,Michigan,40,,Middle Tennessee State,21
2019-08-31,Sat,Mississippi State,38,,Louisiana,28
2019-08-31,Sat,Navy,45,,Holy Cross,7
2019-08-31,Sat,Nebraska,35,,South Alabama,21
2019-08-31,Sat,Nevada-Las Vegas,56,,Southern Utah,23
2019-08-31,Sat,New Mexico,39,,Sam Houston State,31
2019-08-31,Sat,North Carolina,24,,South Carolina,20
2019-08-31,Sat,North Carolina State,34,,East Carolina,6
2019-08-31,Sat,North Texas,51,,Abilene Christian,31
2019-08-31,Sat,Northern Illinois,24,,Illinois State,10
2019-08-31,Sat,Ohio,41,,Rhode Island,20
2019-08-31,Sat,Ohio State,45,,Florida Atlantic,21
2019-08-31,Sat,Old Dominion,24,,Norfolk State,21
2019-08-31,Sat,Penn State,79,,Idaho,7
2019-08-31,Sat,San Diego State,6,,Weber State,0
2019-08-31,Sat,Southern California,31,,Fresno State,23
2019-08-31,Sat,Southern Methodist,37,@,Arkansas State,30
2019-08-31,Sat,Southern Mississippi,38,,Alcorn State,10
2019-09-07,Sat,Louisville,42,,Eastern Kentucky,0
2019-09-07,Sat,Maryland,63,,Syracuse,20
2019-09-07,Sat,Memphis,55,,Southern,24
2019-09-07,Sat,Miami (OH),48,,Tennessee Tech,17
2019-09-07,Sat,Michigan,24,,Army,21
2019-09-07,Sat,Michigan State,51,,Western Michigan,17
2019-09-07,Sat,Middle Tennessee State,45,,Tennessee State,26
2019-09-07,Sat,Minnesota,38,@,Fresno State,35
2019-09-07,Sat,Mississippi,31,,Arkansas,17
2019-09-07,Sat,Mississippi State,38,,Southern Mississippi,15
2019-09-07,Sat,Missouri,38,,West Virginia,7
2019-09-07,Sat,North Carolina,28,,Miami (FL),25
2019-09-07,Sat,North Carolina State,41,,Western Carolina,0
2019-09-07,Sat,Ohio State,42,,Cincinnati,0
2019-09-07,Sat,Oklahoma,70,,South Dakota,14
2019-09-07,Sat,Oklahoma State,56,,McNeese State,14
2019-09-07,Sat,Oregon,77,,Nevada,6
2019-09-07,Sat,Penn State,45,,Buffalo,13
2019-09-07,Sat,Pittsburgh,20,,Ohio,10
2019-09-07,Sat,Purdue,42,,Vanderbilt,24
2019-09-07,Sat,San Diego State,23,@,UCLA,14
2019-09-07,Sat,South Alabama,37,,Jackson State,14
2019-09-07,Sat,South Carolina,72,,Charleston Southern,10
2019-09-07,Sat,Southern California,45,,Stanford,20
2019-09-07,Sat,Southern Illinois,45,@,Massachusetts,20
2019-09-07,Sat,Southern Methodist,49,,North Texas,27
2019-09-07,Sat,Texas Tech,38,,Texas-El Paso,3
2019-09-07,Sat,Tulsa,34,@,San Jose State,16
2019-09-07,Sat,Utah,35,,Northern Illinois,17
2019-09-07,Sat,Utah State,62,,Stony Brook,7
2019-09-07,Sat,Virginia Tech,31,,Old Dominion,17
2019-09-07,Sat,Washington State,59,,Northern Colorado,17
2019-09-07,Sat,Western Kentucky,20,@,Florida International,14
2019-09-07,Sat,Wisconsin,61,,Central Michigan,0
2019-09-07,Sat,Wyoming,23,@,Texas State,14
2019-09-13,Fri,Kansas,48,@,Boston College,24
2019-09-13,Fri,Wake Forest,24,,North Carolina,18
2019-09-13,Fri,Washington State,31,,Houston,24
2019-09-14,Sat,Air Force,30,@,Colorado,23
2019-09-14,Sat,Alabama,47,@,South Carolina,23
2019-09-14,Sat,Arizona,28,,Texas Tech,14
2019-09-14,Sat,Arizona State,10,@,Michigan State,7
2019-09-14,Sat,Arkansas,55,,Colorado State,34
2019-09-14,Sat,Army,31,@,Texas-San Antonio,13
2019-09-14,Sat,Auburn,55,,Kent State,16
2019-09-14,Sat,Boise State,45,,Portland State,10
2019-09-14,Sat,Brigham Young,30,,Southern California,27
2019-09-14,Sat,California,23,,North Texas,17
2019-09-14,Sat,Central Florida,45,,Stanford,27
2019-09-14,Sat,Central Michigan,45,,Akron,24
2019-09-14,Sat,Charlotte,52,,Massachusetts,17
2019-09-14,Sat,Cincinnati,35,,Miami (OH),13
2019-09-14,Sat,Citadel,27,@,Georgia Tech,24
2019-09-14,Sat,Clemson,41,@,Syracuse,6
2019-09-14,Sat,Coastal Carolina,46,,Norfolk State,7
2019-09-14,Sat,Duke,41,@,Middle Tennessee State,18
2019-09-14,Sat,Eastern Michigan,34,@,Illinois,31
2019-09-14,Sat,Florida,29,@,Kentucky,21
2019-09-14,Sat,Florida Atlantic,41,@,Ball State,31
2019-09-14,Sat,Florida International,30,,New Hampshire,17
2019-09-14,Sat,Georgia,55,,Arkansas State,0
2019-09-14,Sat,Iowa,18,@,Iowa State,17
2019-09-14,Sat,Kansas State,31,@,Mississippi State,24
2019-09-14,Sat,Liberty,35,,Buffalo,17
2019-09-14,Sat,Louisiana,77,,Texas Southern,6
2019-09-14,Sat,Louisiana State,65,,Northwestern State,14
2019-09-14,Sat,Louisiana Tech,35,@,Bowling Green State,7
2019-09-14,Sat,Marshall,33,,Ohio,31
2019-09-14,Sat,Memphis,42,@,South Alabama,6
2019-09-14,Sat,Miami (FL),63,,Bethune-Cookman,0
2019-09-14,Sat,Minnesota,35,,Georgia Southern,32
2019-09-14,Sat,Mississippi,40,,Southeastern Louisiana,29
2019-09-14,Sat,Missouri,50,,Southeast Missouri State,0
2019-09-14,Sat,Navy,42,,East Carolina,10
2019-09-14,Sat,Nebraska,44,,Northern Illinois,8
2019-09-14,Sat,Nevada,19,,Weber State,13
2019-09-14,Sat,Northwestern,30,,Nevada-Las Vegas,14
2019-09-14,Sat,Notre Dame,66,,New Mexico,14
2019-09-14,Sat,Ohio State,51,@,Indiana,10
2019-09-14,Sat,Oklahoma,48,@,UCLA,14
2019-09-14,Sat,Oklahoma State,40,@,Tulsa,21
2019-09-14,Sat,Oregon,35,,Montana,3
2019-09-14,Sat,Oregon State,45,,Cal Poly,7
2019-09-14,Sat,Penn State,17,,Pittsburgh,10
2019-09-14,Sat,San Diego State,31,@,New Mexico State,10
2019-09-14,Sat,South Florida,55,,South Carolina State,16
2019-09-14,Sat,Southern Methodist,47,,Texas State,17
2019-09-14,Sat,Southern Mississippi,47,@,Troy,42
2019-09-14,Sat,Temple,20,,Maryland,17
2019-09-14,Sat,Tennessee,45,,Chattanooga,0
2019-09-14,Sat,Texas,48,,Rice,13
2019-09-14,Sat,Texas A&M,62,,Lamar,3
2019-09-14,Sat,Texas Christian,34,@,Purdue,13
2019-09-14,Sat,Toledo,45,,Murray State,0
2019-09-14,Sat,Tulane,58,,Missouri State,6
2019-09-14,Sat,Utah,31,,Idaho State,0
2019-09-14,Sat,Virginia,31,,Florida State,24
2019-09-14,Sat,Virginia Tech,24,,Furman,17
2019-09-14,Sat,Washington,52,,Hawaii,20
2019-09-14,Sat,West Virginia,44,,North Carolina State,27
2019-09-14,Sat,Western Michigan,57,,Georgia State,10
2019-09-14,Sat,Wyoming,21,,Idaho,16
2019-09-19,Thu,Tulane,38,,Houston,31
2019-09-20,Fri,Boise State,30,,Air Force,19
2019-09-20,Fri,Louisiana Tech,43,,Florida International,31
2019-09-20,Fri,Southern California,30,,Utah,23
2019-09-21,Sat,Alabama,49,,Southern Mississippi,7
2019-09-21,Sat,Alabama-Birmingham,35,,South Alabama,3
2019-09-21,Sat,Appalachian State,34,@,North Carolina,31
2019-09-21,Sat,Arkansas State,41,,Southern Illinois,28
2019-09-21,Sat,Army,52,,Morgan State,21
2019-09-21,Sat,Auburn,28,@,Texas A&M,20
2019-09-21,Sat,Baylor,21,@,Rice,13
2019-09-21,Sat,Boston College,30,@,Rutgers,16
2019-09-21,Sat,Buffalo,38,,Temple,22
2019-09-21,Sat,California,28,@,Mississippi,20
2019-09-21,Sat,Clemson,52,,Charlotte,10
2019-09-21,Sat,Coastal Carolina,62,@,Massachusetts,28
2019-09-21,Sat,Colorado,34,@,Arizona State,31
2019-09-21,Sat,East Carolina,19,,William & Mary,7
2019-09-21,Sat,Eastern Michigan,34,,Central Connecticut State,29
2019-09-21,Sat,Florida,34,,Tennessee,3
2019-09-21,Sat,Florida Atlantic,42,,Wagner,7
2019-09-21,Sat,Florida State,35,,Louisville,24
2019-09-21,Sat,Fresno State,34,,Sacramento State,20
2019-09-21,Sat,Georgia,23,,Notre Dame,17
2019-09-21,Sat,Hawaii,35,,Central Arkansas,16
2019-09-21,Sat,Indiana,38,,Connecticut,3
2019-09-21,Sat,Iowa State,72,,Louisiana-Monroe,20
2019-09-21,Sat,Kent State,62,,Bowling Green State,20
2019-09-21,Sat,Liberty,62,,Hampton,27
2019-09-21,Sat,Louisiana,45,@,Ohio,25
2019-09-21,Sat,Louisiana State,66,@,Vanderbilt,38
2019-09-21,Sat,Miami (FL),17,,Central Michigan,12
2019-09-21,Sat,Michigan State,31,@,Northwestern,10
2019-09-21,Sat,Missouri,34,,South Carolina,14
2019-09-21,Sat,Nebraska,42,@,Illinois,38
2019-09-21,Sat,Nevada,37,@,Texas-El Paso,21
2019-09-21,Sat,New Mexico,55,,New Mexico State,52
2019-09-21,Sat,North Carolina State,34,,Ball State,23
2019-09-21,Sat,North Texas,45,,Texas-San Antonio,3
2019-09-21,Sat,Ohio State,76,,Miami (OH),5
2019-09-21,Sat,Oregon,21,@,Stanford,6
2019-09-21,Sat,Pittsburgh,35,,Central Florida,34
2019-09-21,Sat,San Jose State,31,@,Arkansas,24
2019-09-21,Sat,Southern Methodist,41,@,Texas Christian,38
2019-09-21,Sat,Syracuse,52,,Western Michigan,33
2019-09-21,Sat,Texas,36,,Oklahoma State,30
2019-09-21,Sat,Texas State,37,,Georgia State,34
2019-09-21,Sat,Toledo,41,@,Colorado State,35
2019-09-21,Sat,Troy,35,@,Akron,7
2019-09-21,Sat,Tulsa,24,,Wyoming,21
2019-09-21,Sat,UCLA,67,@,Washington State,63
2019-09-21,Sat,Utah State,23,@,San Diego State,17
2019-09-21,Sat,Virginia,28,,Old Dominion,17
2019-09-21,Sat,Wake Forest,49,,Elon,7
2019-09-21,Sat,Washington,45,@,Brigham Young,19
2019-09-21,Sat,West Virginia,29,@,Kansas,24
2019-09-21,Sat,Wisconsin,35,,Michigan,14
2019-09-26,Thu,Memphis,35,,Navy,23
2019-09-27,Fri,Air Force,41,,San Jose State,24
2019-09-27,Fri,Arizona State,24,@,California,17
2019-09-27,Fri,Duke,45,@,Virginia Tech,10
2019-09-27,Fri,Penn State,59,@,Maryland,0
2019-09-28,Sat,Alabama,59,,Mississippi,31
2019-09-28,Sat,Appalachian State,56,,Coastal Carolina,37
2019-09-28,Sat,Arizona,20,,UCLA,17
2019-09-28,Sat,Arkansas State,50,@,Troy,43
2019-09-28,Sat,Auburn,56,,Mississippi State,23
2019-09-28,Sat,Baylor,23,,Iowa State,21
2019-09-28,Sat,Central Florida,56,,Connecticut,21
2019-09-28,Sat,Cincinnati,52,@,Marshall,14
2019-09-28,Sat,Clemson,21,@,North Carolina,20
2019-09-28,Sat,East Carolina,24,@,Old Dominion,21
2019-09-28,Sat,Florida,38,,Towson,0
2019-09-28,Sat,Florida Atlantic,45,@,Charlotte,27
2019-09-28,Sat,Florida State,31,,North Carolina State,13
2019-09-28,Sat,Fresno State,30,@,New Mexico State,17
2019-09-28,Sat,Hawaii,54,@,Nevada,3
2019-09-28,Sat,Houston,46,@,North Texas,25
2019-09-28,Sat,Iowa,48,,Middle Tennessee State,3
2019-09-28,Sat,Liberty,17,,New Mexico,10
2019-09-28,Sat,Louisiana,37,@,Georgia Southern,24
2019-09-28,Sat,Louisiana Tech,23,@,Rice,20
2019-09-28,Sat,Louisiana-Monroe,30,,South Alabama,17
2019-09-28,Sat,Massachusetts,37,,Akron,29
2019-09-28,Sat,Miami (OH),34,,Buffalo,20
2019-09-28,Sat,Michigan,52,,Rutgers,0
2019-09-28,Sat,Michigan State,40,,Indiana,31
2019-09-28,Sat,Minnesota,38,@,Purdue,31
2019-09-28,Sat,Notre Dame,35,,Virginia,20
2019-09-28,Sat,Ohio State,48,@,Nebraska,7
2019-09-28,Sat,Oklahoma,55,,Texas Tech,16
2019-09-28,Sat,Oklahoma State,26,,Kansas State,13
2019-09-28,Sat,Pittsburgh,17,,Delaware,14
2019-09-28,Sat,South Carolina,24,,Kentucky,7
2019-09-28,Sat,Southern Methodist,48,@,South Florida,21
2019-09-28,Sat,Southern Mississippi,31,,Texas-El Paso,13
2019-09-28,Sat,Stanford,31,@,Oregon State,28
2019-09-28,Sat,Syracuse,41,,Holy Cross,3
2019-09-28,Sat,Temple,24,,Georgia Tech,2
2019-09-28,Sat,Texas A&M,31,,Arkansas,27
2019-09-28,Sat,Texas Christian,51,,Kansas,14
2019-09-28,Sat,Toledo,28,,Brigham Young,21
2019-09-28,Sat,Utah,38,,Washington State,13
2019-09-28,Sat,Utah State,34,,Colorado State,24
2019-09-28,Sat,Vanderbilt,24,,Northern Illinois,18
2019-09-28,Sat,Wake Forest,27,@,Boston College,24
2019-09-28,Sat,Washington,28,,Southern California,14
2019-09-28,Sat,Western Kentucky,20,,Alabama-Birmingham,13
2019-09-28,Sat,Western Michigan,31,,Central Michigan,15
2019-09-28,Sat,Wisconsin,24,,Northwestern,15
2019-09-28,Sat,Wyoming,53,,Nevada-Las Vegas,17
2019-10-03,Thu,Georgia Southern,20,@,South Alabama,17
2019-10-03,Thu,Temple,27,@,East Carolina,17
2019-10-04,Fri,Cincinnati,27,,Central Florida,24
2019-10-04,Fri,San Jose State,32,,New Mexico,21
2019-10-05,Sat,Alabama-Birmingham,35,,Rice,20
2019-10-05,Sat,Arizona,35,@,Colorado,30
2019-10-05,Sat,Ball State,27,@,Northern Illinois,20
2019-10-05,Sat,Baylor,31,@,Kansas State,12
2019-10-05,Sat,Boise State,38,@,Nevada-Las Vegas,13
2019-10-05,Sat,Central Michigan,42,,Eastern Michigan,16
2019-10-05,Sat,Florida,24,,Auburn,13
2019-10-05,Sat,Florida International,44,,Massachusetts,0
2019-10-05,Sat,Georgia,43,@,Tennessee,14
2019-10-05,Sat,Georgia State,52,,Arkansas State,38
2019-10-05,Sat,Iowa State,49,,Texas Christian,24
2019-10-05,Sat,Liberty,20,@,New Mexico State,13
2019-10-05,Sat,Louisiana State,42,,Utah State,6
2019-10-05,Sat,Louisville,41,,Boston College,39
2019-10-05,Sat,Maryland,48,@,Rutgers,7
2019-10-05,Sat,Memphis,52,@,Louisiana-Monroe,33
2019-10-05,Sat,Michigan,10,,Iowa,3
2019-10-05,Sat,Middle Tennessee State,24,,Marshall,13
2019-10-05,Sat,Minnesota,40,,Illinois,17
2019-10-05,Sat,Mississippi,31,,Vanderbilt,6
2019-10-05,Sat,Missouri,42,,Troy,10
2019-10-05,Sat,Navy,34,,Air Force,25
2019-10-05,Sat,Nebraska,13,,Northwestern,10
2019-10-05,Sat,North Carolina,38,@,Georgia Tech,22
2019-10-05,Sat,Notre Dame,52,,Bowling Green State,0
2019-10-05,Sat,Ohio,21,@,Buffalo,20
2019-10-05,Sat,Ohio State,34,,Michigan State,10
2019-10-05,Sat,Oklahoma,45,@,Kansas,20
2019-10-05,Sat,Oregon,17,,California,7
2019-10-05,Sat,Oregon State,48,@,UCLA,31
2019-10-05,Sat,Penn State,35,,Purdue,7
2019-10-05,Sat,Pittsburgh,33,@,Duke,30
2019-10-05,Sat,San Diego State,24,@,Colorado State,10
2019-10-05,Sat,South Florida,48,@,Connecticut,22
2019-10-05,Sat,Southern Methodist,43,,Tulsa,37
2019-10-05,Sat,Stanford,23,,Washington,13
2019-10-05,Sat,Texas,42,@,West Virginia,31
2019-10-05,Sat,Texas Tech,45,,Oklahoma State,35
2019-10-05,Sat,Texas-San Antonio,26,@,Texas-El Paso,16
2019-10-05,Sat,Toledo,31,,Western Michigan,24
2019-10-05,Sat,Tulane,42,@,Army,33
2019-10-05,Sat,Virginia Tech,42,@,Miami (FL),35
2019-10-05,Sat,Western Kentucky,20,@,Old Dominion,3
2019-10-05,Sat,Wisconsin,48,,Kent State,0
2019-10-09,Wed,Appalachian State,17,@,Louisiana,7
2019-10-10,Thu,Louisiana-Monroe,24,@,Texas State,14
2019-10-10,Thu,North Carolina State,16,,Syracuse,10
2019-10-11,Fri,Colorado State,35,@,New Mexico,21
2019-10-11,Fri,Miami (FL),17,,Virginia,9
2019-10-11,Fri,Oregon,45,,Colorado,3
2019-10-12,Sat,Air Force,43,,Fresno State,24
2019-10-12,Sat,Alabama,47,@,Texas A&M,28
2019-10-12,Sat,Alabama-Birmingham,33,@,Texas-San Antonio,14
2019-10-12,Sat,Ball State,29,@,Eastern Michigan,23
2019-10-12,Sat,Baylor,33,,Texas Tech,30
2019-10-12,Sat,Boise State,59,,Hawaii,37
2019-10-12,Sat,Bowling Green State,20,,Toledo,7
2019-10-12,Sat,Central Michigan,42,,New Mexico State,28
2019-10-12,Sat,Cincinnati,38,@,Houston,23
2019-10-12,Sat,Clemson,45,,Florida State,14
2019-10-12,Sat,Duke,41,,Georgia Tech,23
2019-10-12,Sat,Florida Atlantic,28,,Middle Tennessee State,13
2019-10-12,Sat,Florida International,48,,Charlotte,23
2019-10-12,Sat,Georgia State,31,@,Coastal Carolina,21
2019-10-12,Sat,Indiana,35,,Rutgers,0
2019-10-12,Sat,Iowa State,38,@,West Virginia,14
2019-10-12,Sat,Kent State,26,@,Akron,3
2019-10-12,Sat,Kentucky,24,,Arkansas,20
2019-10-12,Sat,Louisiana State,42,,Florida,28
2019-10-12,Sat,Louisiana Tech,69,,Massachusetts,21
2019-10-12,Sat,Louisville,62,@,Wake Forest,59
2019-10-12,Sat,Marshall,31,,Old Dominion,17
2019-10-12,Sat,Michigan,42,@,Illinois,25
2019-10-12,Sat,Minnesota,34,,Nebraska,7
2019-10-12,Sat,Missouri,38,,Mississippi,27
2019-10-12,Sat,Navy,45,@,Tulsa,17
2019-10-12,Sat,Nevada,41,,San Jose State,38
2019-10-12,Sat,Nevada-Las Vegas,34,@,Vanderbilt,10
2019-10-12,Sat,Northern Illinois,39,@,Ohio,36
2019-10-12,Sat,Notre Dame,30,,Southern California,27
2019-10-12,Sat,Oklahoma,34,,Texas,27
2019-10-12,Sat,Penn State,17,@,Iowa,12
2019-10-12,Sat,Purdue,40,,Maryland,14
2019-10-12,Sat,San Diego State,26,,Wyoming,22
2019-10-12,Sat,South Carolina,20,@,Georgia,17
2019-10-12,Sat,South Florida,27,,Brigham Young,23
2019-10-12,Sat,Southern Mississippi,45,,North Texas,27
2019-10-12,Sat,Temple,30,,Memphis,28
2019-10-12,Sat,Tennessee,20,,Mississippi State,10
2019-10-12,Sat,Tulane,49,,Connecticut,7
2019-10-12,Sat,Utah,52,@,Oregon State,7
2019-10-12,Sat,Virginia Tech,34,,Rhode Island,17
2019-10-12,Sat,Washington,51,@,Arizona,27
2019-10-12,Sat,Western Kentucky,17,,Army,8
2019-10-12,Sat,Western Michigan,38,,Miami (OH),16
2019-10-12,Sat,Wisconsin,38,,Michigan State,0
2019-10-16,Wed,Troy,37,,South Alabama,13
2019-10-17,Thu,Louisiana,37,@,Arkansas State,20
2019-10-17,Thu,UCLA,34,@,Stanford,16
2019-10-18,Fri,Fresno State,56,,Nevada-Las Vegas,27
2019-10-18,Fri,Marshall,36,@,Florida Atlantic,31
2019-10-18,Fri,Ohio State,52,@,Northwestern,3
2019-10-18,Fri,Pittsburgh,27,@,Syracuse,20
2019-10-19,Sat,Air Force,56,@,Hawaii,26
2019-10-19,Sat,Alabama,35,,Tennessee,13
2019-10-19,Sat,Alabama-Birmingham,38,,Old Dominion,14
2019-10-19,Sat,Appalachian State,52,,Louisiana-Monroe,7
2019-10-19,Sat,Auburn,51,@,Arkansas,10
2019-10-19,Sat,Ball State,52,,Toledo,14
2019-10-19,Sat,Baylor,45,@,Oklahoma State,27
2019-10-19,Sat,Boston College,45,,North Carolina State,24
2019-10-19,Sat,Brigham Young,28,,Boise State,25
2019-10-19,Sat,Buffalo,21,@,Akron,0
2019-10-19,Sat,Central Florida,41,,East Carolina,28
2019-10-19,Sat,Central Michigan,38,@,Bowling Green State,20
2019-10-19,Sat,Cincinnati,24,,Tulsa,13
