date_game,day_name,winner_school_name,winner_points,game_location,loser_school_name,loser_points
2012-11-17,Sat,Texas-El Paso,34,@,Southern Mississippi,33
2012-11-17,Sat,Texas-San Antonio,34,@,Idaho,27
2012-11-17,Sat,Tulsa,23,,Central Florida,21
2012-11-17,Sat,UCLA,38,,Southern California,28
2012-11-17,Sat,Utah State,48,@,Louisiana Tech,41
2012-11-17,Sat,Vanderbilt,41,,Tennessee,18
2012-11-17,Sat,Virginia Tech,30,@,Boston College,23
2012-11-17,Sat,Washington,38,@,Colorado,3
2012-11-17,Sat,Wyoming,28,@,Nevada-Las Vegas,23
2012-11-20,Tue,Toledo,35,,Akron,23
2012-11-22,Thu,Texas Christian,20,@,Texas,13
2012-11-23,Fri,Arizona State,41,@,Arizona,34
2012-11-23,Fri,Ball State,31,@,Miami (OH),24
2012-11-23,Fri,Bowling Green State,21,,Buffalo,7
2012-11-23,Fri,Central Michigan,42,@,Massachusetts,21
2012-11-23,Fri,Cincinnati,27,,South Florida,10
2012-11-23,Fri,East Carolina,65,,Marshall,59
2012-11-23,Fri,Kent State,28,,Ohio,6
2012-11-23,Fri,Louisiana State,20,@,Arkansas,13
2012-11-23,Fri,Nebraska,13,@,Iowa,7
2012-11-23,Fri,Northern Illinois,49,@,Eastern Michigan,7
2012-11-23,Fri,Syracuse,38,@,Temple,20
2012-11-23,Fri,Utah,42,@,Colorado,35
2012-11-23,Fri,Washington State,31,,Washington,28
2012-11-23,Fri,West Virginia,31,@,Iowa State,24
2012-11-24,Sat,Alabama,49,,Auburn,0
2012-11-24,Sat,Baylor,52,,Texas Tech,45
2012-11-24,Sat,Brigham Young,50,@,New Mexico State,14
2012-11-24,Sat,Central Florida,49,,Alabama-Birmingham,24
2012-11-24,Sat,Colorado State,24,,New Mexico,20
2012-11-24,Sat,Connecticut,23,@,Louisville,20
2012-11-24,Sat,Florida,37,@,Florida State,26
2012-11-24,Sat,Fresno State,48,,Air Force,15
2012-11-24,Sat,Georgia,42,,Georgia Tech,10
2012-11-24,Sat,Hawaii,48,,Nevada-Las Vegas,10
2012-11-24,Sat,Houston,40,,Tulane,17
2012-11-24,Sat,Louisiana,52,,South Alabama,30
2012-11-24,Sat,Louisiana-Monroe,23,@,Florida International,17
2012-11-24,Sat,Memphis,42,,Southern Mississippi,24
2012-11-24,Sat,Miami (FL),52,@,Duke,45
2012-11-24,Sat,Michigan State,26,@,Minnesota,10
2012-11-24,Sat,Middle Tennessee State,24,,Troy,21
2012-11-24,Sat,Mississippi,41,,Mississippi State,24
2012-11-24,Sat,North Carolina,45,,Maryland,38
2012-11-24,Sat,North Carolina State,27,,Boston College,10
2012-11-24,Sat,Northwestern,50,,Illinois,14
2012-11-24,Sat,Notre Dame,22,@,Southern California,13
2012-11-24,Sat,Ohio State,26,,Michigan,21
2012-11-24,Sat,Oklahoma,51,,Oklahoma State,48
2012-11-24,Sat,Oregon,48,@,Oregon State,24
2012-11-24,Sat,Penn State,24,,Wisconsin,21
2012-11-24,Sat,Pittsburgh,27,,Rutgers,6
2012-11-24,Sat,Purdue,56,,Indiana,35
2012-11-24,Sat,Rice,33,@,Texas-El Paso,24
2012-11-24,Sat,San Diego State,42,@,Wyoming,28
2012-11-24,Sat,San Jose State,52,,Louisiana Tech,43
2012-11-24,Sat,South Carolina,27,@,Clemson,17
2012-11-24,Sat,Southern Methodist,35,,Tulsa,27
2012-11-24,Sat,Stanford,35,@,UCLA,17
2012-11-24,Sat,Tennessee,37,,Kentucky,17
2012-11-24,Sat,Texas A&M,59,,Missouri,29
2012-11-24,Sat,Texas-San Antonio,38,,Texas State,31
2012-11-24,Sat,Utah State,45,,Idaho,9
2012-11-24,Sat,Vanderbilt,55,@,Wake Forest,21
2012-11-24,Sat,Virginia Tech,17,,Virginia,14
2012-11-24,Sat,Western Kentucky,25,,North Texas,24
2012-11-29,Thu,Louisville,20,@,Rutgers,17
2012-11-30,Fri,Northern Illinois,44,,Kent State,37
2012-11-30,Fri,Stanford,27,,UCLA,24
2012-12-01,Sat,Alabama,32,,Georgia,28
2012-12-01,Sat,Arkansas State,45,,Middle Tennessee State,0
2012-12-01,Sat,Baylor,41,,Oklahoma State,34
2012-12-01,Sat,Boise State,27,@,Nevada,21
2012-12-01,Sat,Cincinnati,34,@,Connecticut,17
2012-12-01,Sat,Florida State,21,,Georgia Tech,15
2012-12-01,Sat,Hawaii,23,,South Alabama,7
2012-12-01,Sat,Kansas State,42,,Texas,24
2012-12-01,Sat,Louisiana,35,@,Florida Atlantic,21
2012-12-01,Sat,Oklahoma,24,@,Texas Christian,17
2012-12-01,Sat,Oregon State,77,,Nicholls State,3
2012-12-01,Sat,Pittsburgh,27,@,South Florida,3
2012-12-01,Sat,Texas State,66,,New Mexico State,28
2012-12-01,Sat,Tulsa,33,,Central Florida,27
2012-12-01,Sat,West Virginia,59,,Kansas,10
2012-12-01,Sat,Wisconsin,70,,Nebraska,31
2012-12-08,Sat,Navy,17,,Army,13
2012-12-15,Sat,Arizona,49,,Nevada,48
2012-12-15,Sat,Utah State,41,,Toledo,15
2012-12-20,Thu,Brigham Young,23,@,San Diego State,6
2012-12-21,Fri,Central Florida,38,,Ball State,17
2012-12-22,Sat,Boise State,28,,Washington,26
2012-12-22,Sat,Louisiana,43,,East Carolina,34
2012-12-24,Mon,Southern Methodist,43,,Fresno State,10
2012-12-26,Wed,Central Michigan,24,,Western Kentucky,21
2012-12-27,Thu,Baylor,49,,UCLA,26
2012-12-27,Thu,Cincinnati,48,,Duke,34
2012-12-27,Thu,San Jose State,29,,Bowling Green State,20
2012-12-28,Fri,Ohio,45,,Louisiana-Monroe,14
2012-12-28,Fri,Texas Tech,34,,Minnesota,31
2012-12-28,Fri,Virginia Tech,13,,Rutgers,10
2012-12-29,Sat,Arizona State,62,,Navy,28
2012-12-29,Sat,Michigan State,17,,Texas Christian,16
2012-12-29,Sat,Rice,33,,Air Force,14
2012-12-29,Sat,Syracuse,38,,West Virginia,14
2012-12-29,Sat,Texas,31,,Oregon State,27
2012-12-31,Mon,Clemson,25,,Louisiana State,24
2012-12-31,Mon,Georgia Tech,21,,Southern California,7
2012-12-31,Mon,Tulsa,31,,Iowa State,17
2012-12-31,Mon,Vanderbilt,38,,North Carolina State,24
2011-01-01,Sat,Alabama,49,,Michigan State,7
2011-01-01,Sat,Florida,37,,Penn State,24
2011-01-01,Sat,Mississippi State,52,,Michigan,14
2011-01-01,Sat,Oklahoma,48,,Connecticut,20
2011-01-01,Sat,Texas Christian,21,,Wisconsin,19
2011-01-01,Sat,Texas Tech,45,,Northwestern,38
2011-01-03,Mon,Stanford,40,,Virginia Tech,12
2011-01-04,Tue,Ohio State,31,,Arkansas,26
2011-01-06,Thu,Miami (OH),35,,Middle Tennessee State,21
2011-01-07,Fri,Louisiana State,41,,Texas A&M,24
2011-01-08,Sat,Pittsburgh,27,,Kentucky,10
2011-01-09,Sun,Nevada,20,,Boston College,13
2011-01-10,Mon,Auburn,22,,Oregon,19
2011-09-01,Thu,Arizona State,48,,California-Davis,14
2011-09-01,Thu,Bowling Green State,32,@,Idaho,15
2011-09-01,Thu,Central Michigan,21,,South Carolina State,6
2011-09-01,Thu,Florida International,41,,North Texas,16
2011-09-01,Thu,Georgia Tech,63,,Western Carolina,21
2011-09-01,Thu,Kentucky,14,,Western Kentucky,3
2011-09-01,Thu,Louisville,21,,Murray State,9
2011-09-01,Thu,Mississippi State,59,@,Memphis,14
2011-09-01,Thu,Rutgers,48,,North Carolina Central,0
2011-09-01,Thu,Syracuse,36,,Wake Forest,29
2011-09-01,Thu,Temple,42,,Villanova,7
2011-09-01,Thu,Toledo,58,,New Hampshire,22
2011-09-01,Thu,Utah,27,,Montana State,10
2011-09-01,Thu,Wisconsin,51,,Nevada-Las Vegas,17
2011-09-02,Fri,Baylor,50,,Texas Christian,48
2011-09-02,Fri,Michigan State,28,,Youngstown State,6
2011-09-03,Sat,Air Force,37,,South Dakota,20
2011-09-03,Sat,Alabama,48,,Kent State,7
2011-09-03,Sat,Arizona,41,,Northern Arizona,10
2011-09-03,Sat,Arkansas,51,,Missouri State,7
2011-09-03,Sat,Auburn,42,,Utah State,38
2011-09-03,Sat,Ball State,27,,Indiana,20
2011-09-03,Sat,Boise State,35,@,Georgia,21
2011-09-03,Sat,Brigham Young,14,@,Mississippi,13
2011-09-03,Sat,California,36,,Fresno State,21
2011-09-03,Sat,Central Florida,62,,Charleston Southern,0
2011-09-03,Sat,Cincinnati,72,,Austin Peay,10
2011-09-03,Sat,Clemson,43,,Troy,19
2011-09-03,Sat,Colorado State,14,@,New Mexico,10
2011-09-03,Sat,Connecticut,35,,Fordham,3
2011-09-03,Sat,Florida,41,,Florida Atlantic,3
2011-09-03,Sat,Florida State,34,,Louisiana-Monroe,0
2011-09-03,Sat,Hawaii,34,,Colorado,17
2011-09-03,Sat,Houston,38,,UCLA,34
2011-09-03,Sat,Illinois,33,,Arkansas State,15
2011-09-03,Sat,Iowa,34,,Tennessee Tech,7
2011-09-03,Sat,Iowa State,20,,Northern Iowa,19
2011-09-03,Sat,Kansas,42,,McNeese State,24
2011-09-03,Sat,Kansas State,10,,Eastern Kentucky,7
2011-09-03,Sat,Louisiana State,40,,Oregon,27
2011-09-03,Sat,Michigan,34,,Western Michigan,10
2011-09-03,Sat,Missouri,17,,Miami (OH),6
2011-09-03,Sat,Navy,40,,Delaware,17
2011-09-03,Sat,Nebraska,40,,Chattanooga,7
2011-09-03,Sat,North Carolina,42,,James Madison,10
2011-09-03,Sat,North Carolina State,43,,Liberty,21
2011-09-03,Sat,Northern Illinois,49,,Army,26
2011-09-03,Sat,Northwestern,24,@,Boston College,17
2011-09-03,Sat,Ohio,44,@,New Mexico State,24
2011-09-03,Sat,Ohio State,42,,Akron,0
2011-09-03,Sat,Oklahoma,47,,Tulsa,14
2011-09-03,Sat,Oklahoma State,61,,Louisiana,34
2011-09-03,Sat,Penn State,41,,Indiana State,7
2011-09-03,Sat,Pittsburgh,35,,Buffalo,16
2011-09-03,Sat,Purdue,27,,Middle Tennessee State,24
2011-09-03,Sat,Richmond,23,@,Duke,21
2011-09-03,Sat,Sacramento State,29,@,Oregon State,28
2011-09-03,Sat,San Diego State,49,,Cal Poly,21
2011-09-03,Sat,South Carolina,56,,East Carolina,37
2011-09-03,Sat,South Florida,23,@,Notre Dame,20
2011-09-03,Sat,Southern California,19,,Minnesota,17
2011-09-03,Sat,Southern Mississippi,19,,Louisiana Tech,17
2011-09-03,Sat,Stanford,57,,San Jose State,3
2011-09-03,Sat,Tennessee,42,,Montana,16
2011-09-03,Sat,Texas,34,,Rice,9
2011-09-03,Sat,Texas Tech,50,,Texas State,10
2011-09-03,Sat,Texas-El Paso,31,,Stony Brook,24
2011-09-03,Sat,Tulane,47,,Southeastern Louisiana,33
2011-09-03,Sat,Vanderbilt,45,,Elon,14
2011-09-03,Sat,Virginia,40,,William & Mary,3
2011-09-03,Sat,Virginia Tech,66,,Appalachian State,13
2011-09-03,Sat,Washington,30,,Eastern Washington,27
2011-09-03,Sat,Washington State,64,,Idaho State,21
2011-09-03,Sat,Wyoming,35,,Weber State,32
2011-09-04,Sun,Eastern Michigan,41,,Howard,9
2011-09-04,Sun,Texas A&M,46,,Southern Methodist,14
2011-09-04,Sun,West Virginia,34,,Marshall,13
2011-09-05,Mon,Maryland,32,,Miami (FL),24
2011-09-08,Thu,Oklahoma State,37,,Arizona,14
2011-09-09,Fri,Arizona State,37,,Missouri,30
2011-09-09,Fri,Florida International,24,@,Louisville,17
2011-09-10,Sat,Alabama,27,@,Penn State,11
2011-09-10,Sat,Arkansas,52,,New Mexico,3
2011-09-10,Sat,Arkansas State,47,,Memphis,3
2011-09-10,Sat,Auburn,41,,Mississippi State,34
2011-09-10,Sat,Bowling Green State,58,,Morgan State,13
2011-09-10,Sat,Buffalo,35,,Stony Brook,7
2011-09-10,Sat,California,36,@,Colorado,33
2011-09-10,Sat,Central Florida,30,,Boston College,3
2011-09-10,Sat,Clemson,35,,Wofford,27
2011-09-10,Sat,Colorado State,33,,Northern Colorado,14
2011-09-10,Sat,Eastern Michigan,14,,Alabama State,7
2011-09-10,Sat,Florida,39,,Alabama-Birmingham,0
2011-09-10,Sat,Florida State,62,,Charleston Southern,10
2011-09-10,Sat,Georgia Tech,49,@,Middle Tennessee State,21
2011-09-10,Sat,Houston,48,@,North Texas,23
2011-09-10,Sat,Idaho,44,,North Dakota,14
2011-09-10,Sat,Illinois,56,,South Dakota State,3
2011-09-10,Sat,Iowa State,44,,Iowa,41
2011-09-10,Sat,Kansas,45,,Northern Illinois,42
2011-09-10,Sat,Kentucky,27,,Central Michigan,13
2011-09-10,Sat,Louisiana,20,@,Kent State,12
2011-09-10,Sat,Louisiana State,49,,Northwestern State,3
2011-09-10,Sat,Louisiana Tech,48,,Central Arkansas,42
2011-09-10,Sat,Louisiana-Monroe,35,,Grambling State,7
2011-09-10,Sat,Marshall,26,,Southern Mississippi,20
2011-09-10,Sat,Michigan,35,,Notre Dame,31
2011-09-10,Sat,Michigan State,44,,Florida Atlantic,0
2011-09-10,Sat,Mississippi,42,,Southern Illinois,24
2011-09-10,Sat,Navy,40,@,Western Kentucky,14
2011-09-10,Sat,Nebraska,42,,Fresno State,29
2011-09-10,Sat,New Mexico State,28,@,Minnesota,21
2011-09-10,Sat,North Carolina,24,,Rutgers,22
2011-09-10,Sat,Northwestern,42,,Eastern Illinois,21
2011-09-10,Sat,Ohio,30,,Gardner-Webb,3
2011-09-10,Sat,Ohio State,27,,Toledo,22
2011-09-10,Sat,Oregon,69,,Nevada,20
2011-09-10,Sat,Pittsburgh,35,,Maine,29
2011-09-10,Sat,Rice,24,,Purdue,22
2011-09-10,Sat,San Diego State,23,@,Army,20
2011-09-10,Sat,South Carolina,45,@,Georgia,42
2011-09-10,Sat,South Florida,37,,Ball State,7
2011-09-10,Sat,Southern California,23,,Utah,14
2011-09-10,Sat,Southern Methodist,28,,Texas-El Paso,17
2011-09-10,Sat,Stanford,44,@,Duke,14
2011-09-10,Sat,Syracuse,21,,Rhode Island,14
2011-09-10,Sat,Temple,41,@,Akron,3
2011-09-10,Sat,Tennessee,45,,Cincinnati,23
2011-09-10,Sat,Texas,17,,Brigham Young,16
2011-09-10,Sat,Texas Christian,35,@,Air Force,19
2011-09-10,Sat,Tulsa,31,@,Tulane,3
2011-09-10,Sat,UCLA,27,,San Jose State,17
2011-09-10,Sat,Utah State,54,,Weber State,17
2011-09-10,Sat,Vanderbilt,24,,Connecticut,21
2011-09-10,Sat,Virginia,34,@,Indiana,31
2011-09-10,Sat,Virginia Tech,17,@,East Carolina,10
2011-09-10,Sat,Wake Forest,34,,North Carolina State,27
2011-09-10,Sat,Washington,40,,Hawaii,32
2011-09-10,Sat,Washington State,59,,Nevada-Las Vegas,7
2011-09-10,Sat,West Virginia,55,,Norfolk State,12
2011-09-10,Sat,Western Michigan,38,,Nicholls State,7
2011-09-10,Sat,Wisconsin,35,,Oregon State,0
2011-09-10,Sat,Wyoming,45,,Texas State,10
2011-09-15,Thu,Louisiana State,19,@,Mississippi State,6
2011-09-16,Fri,Boise State,40,@,Toledo,15
2011-09-16,Fri,Iowa State,24,@,Connecticut,20
2011-09-17,Sat,Alabama,41,,North Texas,0
2011-09-17,Sat,Arkansas,38,,Troy,28
2011-09-17,Sat,Army,21,,Northwestern,14
2011-09-17,Sat,Ball State,28,,Buffalo,25
2011-09-17,Sat,Baylor,48,,Stephen F. Austin,0
2011-09-17,Sat,California,63,,Presbyterian,12
2011-09-17,Sat,Cincinnati,59,,Akron,14
2011-09-17,Sat,Clemson,38,,Auburn,24
2011-09-17,Sat,Colorado,28,,Colorado State,14
2011-09-17,Sat,Duke,20,@,Boston College,19
2011-09-17,Sat,Florida,33,,Tennessee,23
2011-09-17,Sat,Florida International,17,,Central Florida,10
2011-09-17,Sat,Fresno State,27,,North Dakota,22
2011-09-17,Sat,Georgia,59,,Coastal Carolina,0
2011-09-17,Sat,Georgia Tech,66,,Kansas,24
2011-09-17,Sat,Houston,35,@,Louisiana Tech,34
2011-09-17,Sat,Illinois,17,,Arizona State,14
2011-09-17,Sat,Indiana,38,,South Carolina State,21
2011-09-17,Sat,Indiana State,44,@,Western Kentucky,16
2011-09-17,Sat,Iowa,31,,Pittsburgh,27
2011-09-17,Sat,Kansas State,37,,Kent State,0
2011-09-17,Sat,Louisiana,38,,Nicholls State,21
2011-09-17,Sat,Louisville,24,@,Kentucky,17
2011-09-17,Sat,Memphis,27,,Austin Peay,6
2011-09-17,Sat,Miami (FL),24,,Ohio State,6
2011-09-17,Sat,Michigan,31,,Eastern Michigan,3
2011-09-17,Sat,Minnesota,29,,Miami (OH),23
2011-09-17,Sat,Missouri,69,,Western Illinois,0
2011-09-17,Sat,Nebraska,51,,Washington,38
2011-09-17,Sat,Nevada,17,@,San Jose State,14
2011-09-17,Sat,Nevada-Las Vegas,40,,Hawaii,20
2011-09-17,Sat,North Carolina,28,,Virginia,17
2011-09-17,Sat,North Carolina State,35,,South Alabama,13
2011-09-17,Sat,Notre Dame,31,,Michigan State,13
2011-09-17,Sat,Ohio,44,,Marshall,7
2011-09-17,Sat,Oklahoma,23,@,Florida State,13
2011-09-17,Sat,Oklahoma State,59,@,Tulsa,33
2011-09-17,Sat,Oregon,56,,Missouri State,7
2011-09-17,Sat,Penn State,14,@,Temple,10
2011-09-17,Sat,Purdue,59,,Southeast Missouri State,0
2011-09-17,Sat,San Diego State,42,,Washington State,24
2011-09-17,Sat,South Carolina,24,,Navy,21
2011-09-17,Sat,South Florida,70,,Florida A&M,17
2011-09-17,Sat,Southern California,38,,Syracuse,17
2011-09-17,Sat,Southern Methodist,40,,Northwestern State,7
2011-09-17,Sat,Southern Mississippi,52,,Southeastern Louisiana,6
2011-09-17,Sat,Stanford,37,@,Arizona,10
2011-09-17,Sat,Texas,49,@,UCLA,20
2011-09-17,Sat,Texas A&M,37,,Idaho,7
2011-09-17,Sat,Texas Christian,38,,Louisiana-Monroe,17
2011-09-17,Sat,Texas Tech,59,@,New Mexico,13
2011-09-17,Sat,Texas-El Paso,16,@,New Mexico State,10
2011-09-17,Sat,Tulane,49,@,Alabama-Birmingham,10
2011-09-17,Sat,Utah,54,@,Brigham Young,10
2011-09-17,Sat,Vanderbilt,30,,Mississippi,7
2011-09-17,Sat,Virginia Tech,26,,Arkansas State,7
2011-09-17,Sat,Wake Forest,48,,Gardner-Webb,5
2011-09-17,Sat,West Virginia,37,@,Maryland,31
2011-09-17,Sat,Western Michigan,44,,Central Michigan,14
2011-09-17,Sat,Wisconsin,49,,Northern Illinois,7
2011-09-17,Sat,Wyoming,28,@,Bowling Green State,27
2011-09-22,Thu,Cincinnati,44,,North Carolina State,14
2011-09-23,Fri,Brigham Young,24,,Central Florida,17
2011-09-24,Sat,Air Force,63,,Tennessee State,24
2011-09-24,Sat,Akron,36,,Virginia Military Institute,13
2011-09-24,Sat,Alabama,38,,Arkansas,14
2011-09-24,Sat,Arizona State,43,,Southern California,22
2011-09-24,Sat,Arkansas State,53,,Central Arkansas,24
2011-09-24,Sat,Auburn,30,,Florida Atlantic,14
2011-09-24,Sat,Ball State,48,,Army,21
2011-09-24,Sat,Baylor,56,,Rice,31
2011-09-24,Sat,Boise State,41,,Tulsa,21
2011-09-24,Sat,Boston College,45,,Massachusetts,17
2011-09-24,Sat,Bowling Green State,37,@,Miami (OH),23
2011-09-24,Sat,Clemson,35,,Florida State,30
2011-09-24,Sat,Colorado State,35,@,Utah State,34
2011-09-24,Sat,Connecticut,17,@,Buffalo,3
2011-09-24,Sat,Duke,48,,Tulane,27
2011-09-24,Sat,East Carolina,28,,Alabama-Birmingham,23
2011-09-24,Sat,Florida,48,@,Kentucky,10
2011-09-24,Sat,Fresno State,48,@,Idaho,24
2011-09-24,Sat,Georgia,27,@,Mississippi,13
2011-09-24,Sat,Georgia Tech,35,,North Carolina,28
2011-09-24,Sat,Hawaii,56,,California-Davis,14
2011-09-24,Sat,Houston,56,,Georgia State,0
2011-09-24,Sat,Illinois,23,,Western Michigan,20
2011-09-24,Sat,Iowa,45,,Louisiana-Monroe,17
2011-09-24,Sat,Kansas State,28,@,Miami (FL),24
2011-09-24,Sat,Kent State,33,,South Alabama,25
2011-09-24,Sat,Louisiana,36,@,Florida International,31
2011-09-24,Sat,Louisiana State,47,@,West Virginia,21
2011-09-24,Sat,Michigan,28,,San Diego State,7
2011-09-24,Sat,Michigan State,45,,Central Michigan,7
2011-09-24,Sat,Mississippi State,26,,Louisiana Tech,20
2011-09-24,Sat,Nebraska,38,@,Wyoming,14
2011-09-24,Sat,North Dakota State,37,@,Minnesota,24
2011-09-24,Sat,North Texas,24,,Indiana,21
2011-09-24,Sat,Northern Illinois,47,,Cal Poly,30
2011-09-24,Sat,Notre Dame,15,@,Pittsburgh,12
2011-09-24,Sat,Ohio State,37,,Colorado,17
2011-09-24,Sat,Oklahoma,38,,Missouri,28
2011-09-24,Sat,Oklahoma State,30,@,Texas A&M,29
2011-09-24,Sat,Oregon,56,@,Arizona,31
2011-09-24,Sat,Penn State,34,,Eastern Michigan,6
2011-09-24,Sat,Rutgers,38,,Ohio,26
2011-09-24,Sat,Sam Houston State,48,@,New Mexico,45
2011-09-24,Sat,San Jose State,34,,New Mexico State,24
2011-09-24,Sat,South Carolina,21,,Vanderbilt,3
2011-09-24,Sat,South Florida,52,,Texas-El Paso,24
2011-09-24,Sat,Southern Methodist,42,@,Memphis,0
2011-09-24,Sat,Southern Mississippi,30,@,Virginia,24
2011-09-24,Sat,Southern Utah,41,@,Nevada-Las Vegas,16
2011-09-24,Sat,Syracuse,33,,Toledo,30
2011-09-24,Sat,Temple,38,@,Maryland,7
2011-09-24,Sat,Texas Christian,55,,Portland State,13
2011-09-24,Sat,Texas Tech,35,,Nevada,34
2011-09-24,Sat,Troy,38,,Middle Tennessee State,35
2011-09-24,Sat,UCLA,27,@,Oregon State,19
2011-09-24,Sat,Virginia Tech,30,@,Marshall,10
2011-09-24,Sat,Washington,31,,California,23
2011-09-24,Sat,Wisconsin,59,,South Dakota,10
2011-09-29,Thu,Houston,49,@,Texas-El Paso,42
2011-09-29,Thu,Pittsburgh,44,,South Florida,17
2011-09-30,Fri,Brigham Young,27,,Utah State,24
2011-10-01,Sat,Air Force,35,@,Navy,34
2011-10-01,Sat,Alabama,38,@,Florida,10
2011-10-01,Sat,Arizona State,35,,Oregon State,20
2011-10-01,Sat,Arkansas,42,,Texas A&M,38
2011-10-01,Sat,Arkansas State,26,@,Western Kentucky,22
2011-10-01,Sat,Army,45,,Tulane,6
2011-10-01,Sat,Auburn,16,@,South Carolina,13
2011-10-01,Sat,Boise State,30,,Nevada,10
2011-10-01,Sat,Central Michigan,48,,Northern Illinois,41
2011-10-01,Sat,Cincinnati,27,@,Miami (OH),0
2011-10-01,Sat,Clemson,23,@,Virginia Tech,3
2011-10-01,Sat,Duke,31,@,Florida International,27
2011-10-01,Sat,Eastern Michigan,31,,Akron,23
2011-10-01,Sat,Georgia,24,,Mississippi State,10
2011-10-01,Sat,Georgia Tech,45,@,North Carolina State,35
2011-10-01,Sat,Hawaii,44,@,Louisiana Tech,26
2011-10-01,Sat,Illinois,38,,Northwestern,35
2011-10-01,Sat,Kansas State,36,,Baylor,35
2011-10-01,Sat,Louisiana,37,,Florida Atlantic,34
2011-10-01,Sat,Louisiana State,35,,Kentucky,7
2011-10-01,Sat,Marshall,17,@,Louisville,13
2011-10-01,Sat,Maryland,28,,Towson,3
2011-10-01,Sat,Miami (FL),45,,Bethune-Cookman,14
2011-10-01,Sat,Michigan,58,,Minnesota,0
2011-10-01,Sat,Michigan State,10,@,Ohio State,7
2011-10-01,Sat,Middle Tennessee State,38,,Memphis,31
2011-10-01,Sat,Mississippi,38,@,Fresno State,28
2011-10-01,Sat,New Mexico State,42,@,New Mexico,28
2011-10-01,Sat,North Carolina,35,@,East Carolina,20
2011-10-01,Sat,Notre Dame,38,@,Purdue,10
2011-10-01,Sat,Ohio,17,,Kent State,10
2011-10-01,Sat,Oklahoma,62,,Ball State,6
2011-10-01,Sat,Penn State,16,@,Indiana,10
2011-10-01,Sat,Rutgers,19,@,Syracuse,16
2011-10-01,Sat,San Jose State,38,@,Colorado State,31
2011-10-01,Sat,Southern California,48,,Arizona,41
2011-10-01,Sat,Southern Methodist,40,@,Texas Christian,33
2011-10-01,Sat,Southern Mississippi,48,,Rice,24
2011-10-01,Sat,Stanford,45,,UCLA,19
2011-10-01,Sat,Tennessee,41,,Buffalo,10
2011-10-01,Sat,Texas,37,@,Iowa State,14
2011-10-01,Sat,Texas Tech,45,@,Kansas,34
2011-10-01,Sat,Toledo,36,@,Temple,13
2011-10-01,Sat,Troy,24,,Alabama-Birmingham,23
2011-10-01,Sat,Tulsa,41,,North Texas,24
2011-10-01,Sat,Virginia,21,,Idaho,20
2011-10-01,Sat,Wake Forest,27,@,Boston College,19
2011-10-01,Sat,Washington,31,@,Utah,14
2011-10-01,Sat,Washington State,31,@,Colorado,27
2011-10-01,Sat,West Virginia,55,,Bowling Green State,10
2011-10-01,Sat,Western Michigan,38,@,Connecticut,31
2011-10-01,Sat,Wisconsin,48,,Nebraska,17
2011-10-06,Thu,Oregon,43,,California,15
2011-10-06,Thu,Western Kentucky,36,@,Middle Tennessee State,33
2011-10-07,Fri,Boise State,57,@,Fresno State,7
2011-10-08,Sat,Alabama,34,,Vanderbilt,0
2011-10-08,Sat,Arizona State,35,@,Utah,14
2011-10-08,Sat,Arkansas,38,,Auburn,14
2011-10-08,Sat,Arkansas State,24,@,Louisiana-Monroe,19
2011-10-08,Sat,Baylor,49,,Iowa State,26
2011-10-08,Sat,Brigham Young,29,,San Jose State,16
2011-10-08,Sat,Buffalo,38,,Ohio,37
2011-10-08,Sat,Central Florida,16,,Marshall,6
2011-10-08,Sat,Clemson,36,,Boston College,14
2011-10-08,Sat,Florida International,27,@,Akron,17
2011-10-08,Sat,Georgia,20,@,Tennessee,12
2011-10-08,Sat,Georgia Tech,21,,Maryland,16
2011-10-08,Sat,Houston,56,,East Carolina,3
2011-10-08,Sat,Illinois,41,@,Indiana,20
2011-10-08,Sat,Kansas State,24,,Missouri,17
2011-10-08,Sat,Louisiana,31,,Troy,17
2011-10-08,Sat,Louisiana State,41,,Florida,11
2011-10-08,Sat,Louisiana Tech,24,@,Idaho,11
2011-10-08,Sat,Miami (OH),35,,Army,28
2011-10-08,Sat,Michigan,42,@,Northwestern,24
2011-10-08,Sat,Mississippi State,21,@,Alabama-Birmingham,3
2011-10-08,Sat,Nebraska,34,,Ohio State,27
2011-10-08,Sat,Nevada,37,,Nevada-Las Vegas,0
2011-10-08,Sat,North Carolina,14,,Louisville,7
2011-10-08,Sat,North Carolina State,38,,Central Michigan,24
2011-10-08,Sat,North Texas,31,,Florida Atlantic,17
2011-10-08,Sat,Northern Illinois,40,,Kent State,10
2011-10-08,Sat,Notre Dame,59,,Air Force,33
2011-10-08,Sat,Oklahoma,55,,Texas,17
2011-10-08,Sat,Oklahoma State,70,,Kansas,28
2011-10-08,Sat,Oregon State,37,,Arizona,27
2011-10-08,Sat,Penn State,13,,Iowa,3
2011-10-08,Sat,Purdue,45,,Minnesota,17
2011-10-08,Sat,Rice,28,,Memphis,6
2011-10-08,Sat,Rutgers,34,,Pittsburgh,10
2011-10-08,Sat,South Carolina,54,,Kentucky,3
2011-10-08,Sat,Southern Mississippi,63,@,Navy,35
2011-10-08,Sat,Stanford,48,,Colorado,7
2011-10-08,Sat,Syracuse,37,@,Tulane,34
2011-10-08,Sat,Temple,42,@,Ball State,0
2011-10-08,Sat,Texas A&M,45,@,Texas Tech,40
2011-10-08,Sat,Texas Christian,27,@,San Diego State,14
