yr,school_name,conf_abbr,wins,losses,ties,win_loss_pct,wins_conf,losses_conf,ties_conf,win_loss_pct_conf,points_per_g,opp_points_per_g,confname
1997,Arkansas,SEC (West),4,7,NULL,0.364,2,6,NULL,0.25,16.5,25.8,SEC
1997,New Mexico,WAC (Mountain),9,4,NULL,0.692,6,2,NULL,0.75,31.1,21.1,WAC
1997,Rice,WAC (Mountain),7,4,NULL,0.636,5,3,NULL,0.625,27.8,25.9,WAC
1997,Southern Methodist,WAC (Mountain),6,5,NULL,0.545,5,3,NULL,0.625,22.5,21.5,WAC
1997,Utah,WAC (Mountain),6,5,NULL,0.545,5,3,NULL,0.625,23,18.2,WAC
1997,Brigham Young,WAC (Mountain),6,5,NULL,0.545,4,4,NULL,0.5,22.7,23.1,WAC
1997,Texas-El Paso,WAC (Mountain),4,7,NULL,0.364,3,5,NULL,0.375,14.7,28.3,WAC
1997,Tulsa,WAC (Mountain),2,9,NULL,0.182,2,6,NULL,0.25,23.5,38.7,WAC
1997,Texas Christian,WAC (Mountain),1,10,NULL,0.091,1,7,NULL,0.125,15.6,29.5,WAC
1997,Colorado State,WAC (Pacific),11,2,NULL,0.846,7,1,NULL,0.875,36.7,15.6,WAC
1997,Air Force,WAC (Pacific),10,3,NULL,0.769,6,2,NULL,0.75,21.5,14.6,WAC
1997,Fresno State,WAC (Pacific),6,6,NULL,0.5,5,3,NULL,0.625,26.5,24,WAC
1997,Wyoming,WAC (Pacific),7,6,NULL,0.538,4,4,NULL,0.5,24.8,17.5,WAC
1997,San Diego State,WAC (Pacific),5,7,NULL,0.417,4,4,NULL,0.5,21.4,27.8,WAC
1997,San Jose State,WAC (Pacific),4,7,NULL,0.364,4,4,NULL,0.5,20.5,35.2,WAC
1997,Nevada-Las Vegas,WAC (Pacific),3,8,NULL,0.273,2,6,NULL,0.25,25.5,30.2,WAC
1997,Hawaii,WAC (Pacific),3,9,NULL,0.25,1,7,NULL,0.125,15.8,25.7,WAC
1998,Florida State,ACC,11,2,NULL,0.846,7,1,NULL,0.875,30.8,12.4,ACC
1998,Georgia Tech,ACC,10,2,NULL,0.833,7,1,NULL,0.875,35.5,24.6,ACC
1998,Virginia,ACC,9,3,NULL,0.75,6,2,NULL,0.75,29.8,20.6,ACC
1998,North Carolina,ACC,7,5,NULL,0.583,5,3,NULL,0.625,24,23.6,ACC
1998,North Carolina State,ACC,7,5,NULL,0.583,5,3,NULL,0.625,30.5,29.3,ACC
1998,Duke,ACC,4,7,NULL,0.364,2,6,NULL,0.25,20.8,29,ACC
1998,Wake Forest,ACC,3,8,NULL,0.273,2,6,NULL,0.25,21.4,30.5,ACC
1998,Clemson,ACC,3,8,NULL,0.273,1,7,NULL,0.125,19.8,24.7,ACC
1998,Maryland,ACC,3,8,NULL,0.273,1,7,NULL,0.125,18.4,26.4,ACC
1998,Kansas State,Big 12 (North),11,2,NULL,0.846,8,0,NULL,1,46.9,15.2,Big 12
1998,Missouri,Big 12 (North),8,4,NULL,0.667,5,3,NULL,0.625,27.8,19.7,Big 12
1998,Nebraska,Big 12 (North),9,4,NULL,0.692,5,3,NULL,0.625,31,15.8,Big 12
1998,Colorado,Big 12 (North),8,4,NULL,0.667,4,4,NULL,0.5,25.2,21.1,Big 12
1998,Kansas,Big 12 (North),4,7,NULL,0.364,1,7,NULL,0.125,25.5,31,Big 12
1998,Iowa State,Big 12 (North),3,8,NULL,0.273,1,7,NULL,0.125,20.1,29.8,Big 12
1998,Texas A&M,Big 12 (South),11,3,NULL,0.786,7,1,NULL,0.875,23.9,15.3,Big 12
1998,Texas,Big 12 (South),9,3,NULL,0.75,6,2,NULL,0.75,36.4,28.1,Big 12
1998,Texas Tech,Big 12 (South),7,5,NULL,0.583,4,4,NULL,0.5,26.3,21.3,Big 12
1998,Oklahoma,Big 12 (South),5,6,NULL,0.455,3,5,NULL,0.375,16.7,20.8,Big 12
1998,Oklahoma State,Big 12 (South),5,6,NULL,0.455,3,5,NULL,0.375,27.5,26.9,Big 12
1998,Baylor,Big 12 (South),2,9,NULL,0.182,1,7,NULL,0.125,17.7,29.4,Big 12
1998,Syracuse,Big East,8,4,NULL,0.667,6,1,NULL,0.857,39.8,25,Big East
1998,Miami (FL),Big East,9,3,NULL,0.75,5,2,NULL,0.714,37.3,24.8,Big East
1998,Virginia Tech,Big East,9,3,NULL,0.75,5,2,NULL,0.714,31.8,12.4,Big East
1998,West Virginia,Big East,8,4,NULL,0.667,5,2,NULL,0.714,34.2,22.3,Big East
1998,Boston College,Big East,4,7,NULL,0.364,3,4,NULL,0.429,24.8,28.3,Big East
1998,Rutgers,Big East,5,6,NULL,0.455,2,5,NULL,0.286,18.7,34.2,Big East
1998,Temple,Big East,2,9,NULL,0.182,2,5,NULL,0.286,18,32.7,Big East
1998,Pittsburgh,Big East,2,9,NULL,0.182,0,7,NULL,0,21.3,30.4,Big East
1998,Ohio State,Big Ten,11,1,NULL,0.917,7,1,NULL,0.875,35.8,12,Big Ten
1998,Wisconsin,Big Ten,11,1,NULL,0.917,7,1,NULL,0.875,31.8,11.9,Big Ten
1998,Michigan,Big Ten,10,3,NULL,0.769,7,1,NULL,0.875,27.6,18.1,Big Ten
1998,Purdue,Big Ten,9,4,NULL,0.692,6,2,NULL,0.75,34.2,21.2,Big Ten
1998,Penn State,Big Ten,9,3,NULL,0.75,5,3,NULL,0.625,26.4,15.3,Big Ten
1998,Michigan State,Big Ten,6,6,NULL,0.5,4,4,NULL,0.5,28,24.5,Big Ten
1998,Minnesota,Big Ten,5,6,NULL,0.455,2,6,NULL,0.25,20.8,22.6,Big Ten
1998,Indiana,Big Ten,4,7,NULL,0.364,2,6,NULL,0.25,22.3,27.7,Big Ten
1998,Illinois,Big Ten,3,8,NULL,0.273,2,6,NULL,0.25,13.5,29.6,Big Ten
1998,Iowa,Big Ten,3,8,NULL,0.273,2,6,NULL,0.25,15.6,26.1,Big Ten
1998,Northwestern,Big Ten,3,9,NULL,0.25,0,8,NULL,0,17.8,28.1,Big Ten
1998,Idaho,Big West,9,3,NULL,0.75,4,1,NULL,0.8,32.7,26.4,Big West
1998,Nevada,Big West,6,5,NULL,0.545,3,2,NULL,0.6,33.7,28.7,Big West
1998,North Texas,Big West,3,8,NULL,0.273,3,2,NULL,0.6,15.7,27,Big West
1998,Boise State,Big West,6,5,NULL,0.545,2,3,NULL,0.4,29.9,31.8,Big West
1998,Utah State,Big West,3,8,NULL,0.273,2,3,NULL,0.4,21.5,28.1,Big West
1998,New Mexico State,Big West,3,8,NULL,0.273,1,4,NULL,0.2,30.1,38.5,Big West
1998,Tulane,CUSA,12,0,NULL,1,6,0,NULL,1,45,24.6,CUSA
1998,Southern Mississippi,CUSA,7,5,NULL,0.583,5,1,NULL,0.833,32,19.8,CUSA
1998,Louisville,CUSA,7,5,NULL,0.583,4,2,NULL,0.667,39.4,36.3,CUSA
1998,East Carolina,CUSA,6,5,NULL,0.545,3,3,NULL,0.5,24.9,27,CUSA
1998,Army,CUSA,3,8,NULL,0.273,2,4,NULL,0.333,23.4,29.5,CUSA
1998,Houston,CUSA,3,8,NULL,0.273,2,4,NULL,0.333,23.1,28.8,CUSA
1998,Cincinnati,CUSA,2,9,NULL,0.182,1,5,NULL,0.167,23.5,41.5,CUSA
1998,Memphis,CUSA,2,9,NULL,0.182,1,5,NULL,0.167,20.5,30.9,CUSA
1998,Central Florida,Ind,9,2,NULL,0.818,0,0,NULL,0,35.7,19,Ind
1998,Notre Dame,Ind,9,3,NULL,0.75,0,0,NULL,0,27.3,20.7,Ind
1998,Louisiana Tech,Ind,6,6,NULL,0.5,0,0,NULL,0,41.1,33.5,Ind
1998,Louisiana-Monroe,Ind,5,6,NULL,0.455,0,0,NULL,0,20.6,29.3,Ind
1998,Arkansas State,Ind,4,8,NULL,0.333,0,0,NULL,0,18,32.1,Ind
1998,Alabama-Birmingham,Ind,4,7,NULL,0.364,0,0,NULL,0,21.5,28,Ind
1998,Navy,Ind,3,8,NULL,0.273,0,0,NULL,0,23.2,34.2,Ind
1998,Louisiana,Ind,2,9,NULL,0.182,0,0,NULL,0,18.1,41.2,Ind
1998,Marshall,MAC (East),12,1,NULL,0.923,7,1,NULL,0.875,31.2,18.2,MAC
1998,Miami (OH),MAC (East),10,1,NULL,0.909,7,1,NULL,0.875,28.8,12.9,MAC
1998,Bowling Green State,MAC (East),5,6,NULL,0.455,5,3,NULL,0.625,26.5,28.4,MAC
1998,Ohio,MAC (East),5,6,NULL,0.455,5,3,NULL,0.625,24.5,27.5,MAC
1998,Akron,MAC (East),4,7,NULL,0.364,3,6,NULL,0.333,24.1,27.2,MAC
1998,Kent State,MAC (East),0,11,NULL,0,0,8,NULL,0,13.5,41.3,MAC
1998,Toledo,MAC (West),7,5,NULL,0.583,6,2,NULL,0.75,19.1,18,MAC
1998,Western Michigan,MAC (West),7,4,NULL,0.636,5,3,NULL,0.625,32.7,28.4,MAC
1998,Central Michigan,MAC (West),6,5,NULL,0.545,5,3,NULL,0.625,20.8,23,MAC
1998,Eastern Michigan,MAC (West),3,8,NULL,0.273,3,6,NULL,0.333,19.6,28.1,MAC
1998,Northern Illinois,MAC (West),2,9,NULL,0.182,2,6,NULL,0.25,14.5,29.9,MAC
1998,Ball State,MAC (West),1,10,NULL,0.091,1,7,NULL,0.125,13.6,31.2,MAC
1998,UCLA,Pac-10,10,2,NULL,0.833,8,0,NULL,1,39.7,28.3,Pac-10
1998,Arizona,Pac-10,12,1,NULL,0.923,7,1,NULL,0.875,33.8,18.2,Pac-10
1998,Oregon,Pac-10,8,4,NULL,0.667,5,3,NULL,0.625,39.4,27.3,Pac-10
1998,Southern California,Pac-10,8,5,NULL,0.615,5,3,NULL,0.625,26.6,18.5,Pac-10
1998,Washington,Pac-10,6,6,NULL,0.5,4,4,NULL,0.5,25.3,28.6,Pac-10
1998,Arizona State,Pac-10,5,6,NULL,0.455,4,4,NULL,0.5,30.3,30.7,Pac-10
1998,California,Pac-10,5,6,NULL,0.455,3,5,NULL,0.375,16.6,22.8,Pac-10
1998,Oregon State,Pac-10,5,6,NULL,0.455,2,6,NULL,0.25,26,26.5,Pac-10
1998,Stanford,Pac-10,3,8,NULL,0.273,2,6,NULL,0.25,23.7,33.2,Pac-10
1998,Washington State,Pac-10,3,8,NULL,0.273,0,8,NULL,0,20.3,31.7,Pac-10
1998,Tennessee,SEC (East),13,0,NULL,1,8,0,NULL,1,33.2,14.5,SEC
1998,Florida,SEC (East),10,2,NULL,0.833,7,1,NULL,0.875,31.7,13.8,SEC
1998,Georgia,SEC (East),9,3,NULL,0.75,6,2,NULL,0.75,24.3,18.5,SEC
1998,Kentucky,SEC (East),7,5,NULL,0.583,4,4,NULL,0.5,35.9,31.3,SEC
1998,Vanderbilt,SEC (East),2,9,NULL,0.182,1,7,NULL,0.125,12.9,33.5,SEC
1998,South Carolina,SEC (East),1,10,NULL,0.091,0,8,NULL,0,18.8,30,SEC
1998,Arkansas,SEC (West),9,3,NULL,0.75,6,2,NULL,0.75,32.5,18.9,SEC
1998,Mississippi State,SEC (West),8,5,NULL,0.615,6,2,NULL,0.75,26.9,19.7,SEC
1998,Alabama,SEC (West),7,5,NULL,0.583,4,4,NULL,0.5,20.9,23.9,SEC
1998,Mississippi,SEC (West),7,5,NULL,0.583,3,5,NULL,0.375,23.3,22.8,SEC
1998,Louisiana State,SEC (West),4,7,NULL,0.364,2,6,NULL,0.25,30.6,25.4,SEC
1998,Auburn,SEC (West),3,8,NULL,0.273,1,7,NULL,0.125,15.1,21.4,SEC
1998,Air Force,WAC (Mountain),12,1,NULL,0.923,7,1,NULL,0.875,36,14.2,WAC
1998,Wyoming,WAC (Mountain),8,3,NULL,0.727,6,2,NULL,0.75,20.2,19.5,WAC
1998,Colorado State,WAC (Mountain),8,4,NULL,0.667,5,3,NULL,0.625,28.8,21.9,WAC
1998,Rice,WAC (Mountain),5,6,NULL,0.455,5,3,NULL,0.625,21.4,23.4,WAC
1998,Texas Christian,WAC (Mountain),7,5,NULL,0.583,4,4,NULL,0.5,22.3,19.6,WAC
1998,Southern Methodist,WAC (Mountain),5,7,NULL,0.417,4,4,NULL,0.5,18.8,20.7,WAC
1998,Tulsa,WAC (Mountain),4,7,NULL,0.364,2,6,NULL,0.25,20.2,23.5,WAC
1998,Nevada-Las Vegas,WAC (Mountain),0,11,NULL,0,0,8,NULL,0,14.2,35.4,WAC
1998,Brigham Young,WAC (Pacific),9,5,NULL,0.643,7,1,NULL,0.875,28.7,20.7,WAC
1998,San Diego State,WAC (Pacific),7,5,NULL,0.583,7,1,NULL,0.875,20.3,20.3,WAC
1998,Utah,WAC (Pacific),7,4,NULL,0.636,5,3,NULL,0.625,30.8,20.6,WAC
1998,Fresno State,WAC (Pacific),5,6,NULL,0.455,5,3,NULL,0.625,24.1,20.5,WAC
1998,San Jose State,WAC (Pacific),4,8,NULL,0.333,3,5,NULL,0.375,22.8,32.1,WAC
1998,Texas-El Paso,WAC (Pacific),3,8,NULL,0.273,3,5,NULL,0.375,20.5,27.7,WAC
1998,New Mexico,WAC (Pacific),3,9,NULL,0.25,1,7,NULL,0.125,22.8,33.1,WAC
1998,Hawaii,WAC (Pacific),0,12,NULL,0,0,8,NULL,0,12.4,35.2,WAC
1999,Florida State,ACC,12,0,NULL,1,8,0,NULL,1,38.2,16.9,ACC
1999,Georgia Tech,ACC,8,4,NULL,0.667,5,3,NULL,0.625,38.4,30.1,ACC
1999,Clemson,ACC,6,6,NULL,0.5,5,3,NULL,0.625,26.8,21.1,ACC
1999,Virginia,ACC,7,5,NULL,0.583,5,3,NULL,0.625,28.8,30.4,ACC
1999,North Carolina State,ACC,6,6,NULL,0.5,3,5,NULL,0.375,20.3,25.2,ACC
1999,Wake Forest,ACC,7,5,NULL,0.583,3,5,NULL,0.375,22.2,17.4,ACC
1999,Duke,ACC,3,8,NULL,0.273,3,5,NULL,0.375,19.7,33,ACC
1999,Maryland,ACC,5,6,NULL,0.455,2,6,NULL,0.25,26.5,23.6,ACC
1999,North Carolina,ACC,3,8,NULL,0.273,2,6,NULL,0.25,16.9,24.7,ACC
1999,Nebraska,Big 12 (North),12,1,NULL,0.923,7,1,NULL,0.875,34,13.2,Big 12
1999,Kansas State,Big 12 (North),11,1,NULL,0.917,7,1,NULL,0.875,38.1,13.7,Big 12
1999,Colorado,Big 12 (North),7,5,NULL,0.583,5,3,NULL,0.625,33.8,25.9,Big 12
1999,Kansas,Big 12 (North),5,7,NULL,0.417,3,5,NULL,0.375,24.5,29.5,Big 12
1999,Iowa State,Big 12 (North),4,7,NULL,0.364,1,7,NULL,0.125,22.5,24.7,Big 12
1999,Missouri,Big 12 (North),4,7,NULL,0.364,1,7,NULL,0.125,20.4,33.7,Big 12
1999,Texas,Big 12 (South),9,5,NULL,0.643,6,2,NULL,0.75,32.1,21.1,Big 12
1999,Texas A&M,Big 12 (South),8,4,NULL,0.667,5,3,NULL,0.625,26.5,19.3,Big 12
1999,Oklahoma,Big 12 (South),7,5,NULL,0.583,5,3,NULL,0.625,35.8,19.1,Big 12
1999,Texas Tech,Big 12 (South),6,5,NULL,0.545,5,3,NULL,0.625,23,25.6,Big 12
1999,Oklahoma State,Big 12 (South),5,6,NULL,0.455,3,5,NULL,0.375,24.3,24.9,Big 12
1999,Baylor,Big 12 (South),1,10,NULL,0.091,0,8,NULL,0,12.5,37.6,Big 12
1999,Virginia Tech,Big East,11,1,NULL,0.917,7,0,NULL,1,40.3,13.5,Big East
1999,Miami (FL),Big East,9,4,NULL,0.692,6,1,NULL,0.857,33.2,16.9,Big East
1999,Boston College,Big East,8,4,NULL,0.667,4,3,NULL,0.571,24.8,25.7,Big East
1999,Syracuse,Big East,7,5,NULL,0.583,3,4,NULL,0.429,25,21.3,Big East
1999,West Virginia,Big East,4,7,NULL,0.364,3,4,NULL,0.429,26.5,26.3,Big East
1999,Pittsburgh,Big East,5,6,NULL,0.455,2,5,NULL,0.286,25.5,25.3,Big East
1999,Temple,Big East,2,9,NULL,0.182,2,5,NULL,0.286,13.9,33.3,Big East
1999,Rutgers,Big East,1,10,NULL,0.091,1,6,NULL,0.143,14.1,38.8,Big East
1999,Wisconsin,Big Ten,10,2,NULL,0.833,7,1,NULL,0.875,34.1,12.8,Big Ten
1999,Michigan,Big Ten,10,2,NULL,0.833,6,2,NULL,0.75,30.1,20.6,Big Ten
1999,Michigan State,Big Ten,10,2,NULL,0.833,6,2,NULL,0.75,31.5,20.4,Big Ten
1999,Penn State,Big Ten,10,3,NULL,0.769,5,3,NULL,0.625,32.1,18,Big Ten
1999,Minnesota,Big Ten,8,4,NULL,0.667,5,3,NULL,0.625,30.7,16.3,Big Ten
1999,Illinois,Big Ten,8,4,NULL,0.667,4,4,NULL,0.5,32.3,22.9,Big Ten
1999,Purdue,Big Ten,7,5,NULL,0.583,4,4,NULL,0.5,32,25.4,Big Ten
1999,Ohio State,Big Ten,6,6,NULL,0.5,3,5,NULL,0.375,23.8,23.9,Big Ten
1999,Indiana,Big Ten,4,7,NULL,0.364,3,5,NULL,0.375,26.5,35.1,Big Ten
1999,Northwestern,Big Ten,3,8,NULL,0.273,1,7,NULL,0.125,12.8,27.4,Big Ten
1999,Iowa,Big Ten,1,10,NULL,0.091,0,8,NULL,0,14.7,31.5,Big Ten
1999,Boise State,Big West,10,3,NULL,0.769,5,1,NULL,0.833,33.1,21.3,Big West
1999,Idaho,Big West,7,4,NULL,0.636,4,2,NULL,0.667,27.6,25.7,Big West
1999,New Mexico State,Big West,6,5,NULL,0.545,3,2,NULL,0.6,28.3,24.9,Big West
1999,Utah State,Big West,4,7,NULL,0.364,3,3,NULL,0.5,21.3,27.4,Big West
1999,Arkansas State,Big West,4,7,NULL,0.364,2,3,NULL,0.4,22.4,30.2,Big West
1999,Nevada,Big West,3,8,NULL,0.273,2,4,NULL,0.333,25.7,38,Big West
1999,North Texas,Big West,2,9,NULL,0.182,1,5,NULL,0.167,10.7,26.5,Big West
1999,Southern Mississippi,CUSA,9,3,NULL,0.75,6,0,NULL,1,27.8,15.8,CUSA
1999,East Carolina,CUSA,9,3,NULL,0.75,4,2,NULL,0.667,27.8,18.8,CUSA
1999,Louisville,CUSA,7,5,NULL,0.583,4,2,NULL,0.667,36.9,30.4,CUSA
1999,Memphis,CUSA,5,6,NULL,0.455,4,2,NULL,0.667,21.1,16.5,CUSA
1999,Alabama-Birmingham,CUSA,5,6,NULL,0.455,4,2,NULL,0.667,22.5,25.4,CUSA
1999,Houston,CUSA,7,4,NULL,0.636,3,3,NULL,0.5,23.1,19.2,CUSA
1999,Army,CUSA,3,8,NULL,0.273,1,5,NULL,0.167,20.5,28.8,CUSA
1999,Tulane,CUSA,3,8,NULL,0.273,1,5,NULL,0.167,25.4,36.3,CUSA
1999,Cincinnati,CUSA,3,8,NULL,0.273,0,6,NULL,0,25,26.3,CUSA
1999,Louisiana Tech,Ind,8,3,NULL,0.727,0,0,NULL,0,35.4,27.8,Ind
1999,Louisiana-Monroe,Ind,5,6,NULL,0.455,0,0,NULL,0,16.9,29.3,Ind
1999,Navy,Ind,5,7,NULL,0.417,0,0,NULL,0,27.2,25.5,Ind
1999,Notre Dame,Ind,5,7,NULL,0.417,0,0,NULL,0,29,27.6,Ind
1999,Central Florida,Ind,4,7,NULL,0.364,0,0,NULL,0,25.2,28.9,Ind
1999,Middle Tennessee State,Ind,3,8,NULL,0.273,0,0,NULL,0,24.7,34.5,Ind
1999,Louisiana,Ind,2,9,NULL,0.182,0,0,NULL,0,18.5,37.7,Ind
1999,Marshall,MAC (East),13,0,NULL,1,8,0,NULL,1,35.6,10.5,MAC
1999,Miami (OH),MAC (East),7,4,NULL,0.636,6,2,NULL,0.75,30.5,24,MAC
1999,Akron,MAC (East),7,4,NULL,0.636,5,3,NULL,0.625,28.6,28.5,MAC
1999,Ohio,MAC (East),5,6,NULL,0.455,5,3,NULL,0.625,24.6,26.1,MAC
1999,Bowling Green State,MAC (East),5,6,NULL,0.455,3,5,NULL,0.375,26.9,28.4,MAC
1999,Kent State,MAC (East),2,9,NULL,0.182,2,6,NULL,0.25,19.4,34.2,MAC
1999,Buffalo,MAC (East),0,11,NULL,0,0,8,NULL,0,11.8,38.7,MAC
1999,Western Michigan,MAC (West),7,5,NULL,0.583,6,2,NULL,0.75,31.1,28.5,MAC
1999,Toledo,MAC (West),6,5,NULL,0.545,5,3,NULL,0.625,26.6,20.8,MAC
1999,Northern Illinois,MAC (West),5,6,NULL,0.455,5,3,NULL,0.625,26.3,26.3,MAC
1999,Eastern Michigan,MAC (West),4,7,NULL,0.364,4,4,NULL,0.5,21.7,30.7,MAC
1999,Central Michigan,MAC (West),4,7,NULL,0.364,3,5,NULL,0.375,20.8,31.3,MAC
1999,Ball State,MAC (West),0,11,NULL,0,0,8,NULL,0,14.3,32.8,MAC
1999,Utah,MWC,9,3,NULL,0.75,5,2,NULL,0.714,31.7,17.5,MWC
1999,Brigham Young,MWC,8,4,NULL,0.667,5,2,NULL,0.714,27.9,20.9,MWC
1999,Colorado State,MWC,8,4,NULL,0.667,5,2,NULL,0.714,28.8,22.4,MWC
1999,Wyoming,MWC,7,4,NULL,0.636,4,3,NULL,0.571,27.5,24.5,MWC
1999,San Diego State,MWC,5,6,NULL,0.455,3,4,NULL,0.429,24.7,20.5,MWC
1999,New Mexico,MWC,4,7,NULL,0.364,3,4,NULL,0.429,21.8,27.1,MWC
1999,Air Force,MWC,6,5,NULL,0.545,2,5,NULL,0.286,24,19.8,MWC
1999,Nevada-Las Vegas,MWC,3,8,NULL,0.273,1,6,NULL,0.143,14.5,29.5,MWC
1999,Stanford,Pac-10,8,4,NULL,0.667,7,1,NULL,0.875,34.8,30.3,Pac-10
1999,Oregon,Pac-10,9,3,NULL,0.75,6,2,NULL,0.75,34.2,23.7,Pac-10
1999,Washington,Pac-10,7,5,NULL,0.583,6,2,NULL,0.75,27.6,25.2,Pac-10
1999,Arizona State,Pac-10,6,6,NULL,0.5,5,3,NULL,0.625,23.8,25.9,Pac-10
1999,Oregon State,Pac-10,7,5,NULL,0.583,4,4,NULL,0.5,28.9,23.1,Pac-10
1999,Arizona,Pac-10,6,6,NULL,0.5,3,5,NULL,0.375,28.3,30.3,Pac-10
1999,Southern California,Pac-10,6,6,NULL,0.5,3,5,NULL,0.375,29,23.2,Pac-10
1999,California,Pac-10,4,7,NULL,0.364,3,5,NULL,0.375,16.4,23.1,Pac-10
1999,UCLA,Pac-10,4,7,NULL,0.364,2,6,NULL,0.25,20.9,28.3,Pac-10
1999,Washington State,Pac-10,3,9,NULL,0.25,1,7,NULL,0.125,20.7,27.3,Pac-10
1999,Florida,SEC (East),9,4,NULL,0.692,7,1,NULL,0.875,31,20.9,SEC
1999,Tennessee,SEC (East),9,3,NULL,0.75,6,2,NULL,0.75,30.8,16.2,SEC
1999,Georgia,SEC (East),8,4,NULL,0.667,5,3,NULL,0.625,28,25.8,SEC
1999,Kentucky,SEC (East),6,6,NULL,0.5,4,4,NULL,0.5,27.3,28.6,SEC
1999,Vanderbilt,SEC (East),5,6,NULL,0.455,2,6,NULL,0.25,22.9,23.3,SEC
1999,South Carolina,SEC (East),0,11,NULL,0,0,8,NULL,0,7.9,25.3,SEC
1999,Alabama,SEC (West),10,3,NULL,0.769,7,1,NULL,0.875,29.1,20.4,SEC
1999,Mississippi State,SEC (West),10,2,NULL,0.833,6,2,NULL,0.75,21.3,13,SEC
1999,Arkansas,SEC (West),8,4,NULL,0.667,4,4,NULL,0.5,29.4,17.8,SEC
1999,Mississippi,SEC (West),8,4,NULL,0.667,4,4,NULL,0.5,26.9,19,SEC
1999,Auburn,SEC (West),5,6,NULL,0.455,2,6,NULL,0.25,21.2,21.5,SEC
1999,Louisiana State,SEC (West),3,8,NULL,0.273,1,7,NULL,0.125,20.3,23.5,SEC
1999,Fresno State,WAC,8,5,NULL,0.615,5,2,NULL,0.714,31.8,21.7,WAC
1999,Hawaii,WAC,9,4,NULL,0.692,5,2,NULL,0.714,28.5,26.8,WAC
1999,Texas Christian,WAC,8,4,NULL,0.667,5,2,NULL,0.714,30.2,17.8,WAC
1999,Rice,WAC,5,6,NULL,0.455,4,3,NULL,0.571,21.5,23.7,WAC
1999,Southern Methodist,WAC,4,6,NULL,0.4,3,3,NULL,0.5,19.3,23.5,WAC
1999,Texas-El Paso,WAC,5,7,NULL,0.417,3,4,NULL,0.429,25.5,32.4,WAC
1999,San Jose State,WAC,3,7,NULL,0.3,1,5,NULL,0.167,25.8,40.2,WAC
1999,Tulsa,WAC,2,9,NULL,0.182,1,6,NULL,0.143,20.9,35.1,WAC
2000,Florida State,ACC,11,2,NULL,0.846,8,0,NULL,1,39.3,10.5,ACC
2000,Clemson,ACC,9,3,NULL,0.75,6,2,NULL,0.75,34.7,21.1,ACC
2000,Georgia Tech,ACC,9,3,NULL,0.75,6,2,NULL,0.75,32.2,19.8,ACC
2000,Virginia,ACC,6,6,NULL,0.5,5,3,NULL,0.625,20.2,24.3,ACC
2000,North Carolina State,ACC,8,4,NULL,0.667,4,4,NULL,0.5,31.6,28.2,ACC
2000,North Carolina,ACC,6,5,NULL,0.545,3,5,NULL,0.375,24.5,25.8,ACC
2000,Maryland,ACC,5,6,NULL,0.455,3,5,NULL,0.375,22.5,25.8,ACC
2000,Wake Forest,ACC,2,9,NULL,0.182,1,7,NULL,0.125,16.5,32.9,ACC
2000,Duke,ACC,0,11,NULL,0,0,8,NULL,0,14.1,39.1,ACC
2000,Nebraska,Big 12 (North),10,2,NULL,0.833,6,2,NULL,0.75,43.5,19.2,Big 12
2000,Kansas State,Big 12 (North),11,3,NULL,0.786,6,2,NULL,0.75,39.2,18.6,Big 12
2000,Iowa State,Big 12 (North),9,3,NULL,0.75,5,3,NULL,0.625,28.6,26.8,Big 12
2000,Colorado,Big 12 (North),3,8,NULL,0.273,3,5,NULL,0.375,22.9,25.8,Big 12
2000,Kansas,Big 12 (North),4,7,NULL,0.364,2,6,NULL,0.25,23.7,32.6,Big 12
2000,Missouri,Big 12 (North),3,8,NULL,0.273,2,6,NULL,0.25,23.2,31.6,Big 12
2000,Oklahoma,Big 12 (South),13,0,NULL,1,8,0,NULL,1,37,14.9,Big 12
2000,Texas,Big 12 (South),9,3,NULL,0.75,7,1,NULL,0.875,37.9,19.3,Big 12
2000,Texas A&M,Big 12 (South),7,5,NULL,0.583,5,3,NULL,0.625,29,19.9,Big 12
2000,Texas Tech,Big 12 (South),7,6,NULL,0.538,3,5,NULL,0.375,25.4,21.4,Big 12
2000,Oklahoma State,Big 12 (South),3,8,NULL,0.273,1,7,NULL,0.125,18.4,27.5,Big 12
2000,Baylor,Big 12 (South),2,9,NULL,0.182,0,8,NULL,0,12.6,36.1,Big 12
2000,Miami (FL),Big East,11,1,NULL,0.917,7,0,NULL,1,42.2,15.8,Big East
2000,Virginia Tech,Big East,11,1,NULL,0.917,6,1,NULL,0.857,40.3,22.4,Big East
2000,Pittsburgh,Big East,7,5,NULL,0.583,4,3,NULL,0.571,24.7,20.6,Big East
2000,Syracuse,Big East,6,5,NULL,0.545,4,3,NULL,0.571,26.7,19.3,Big East
2000,Boston College,Big East,7,5,NULL,0.583,3,4,NULL,0.429,31.5,23.1,Big East
2000,West Virginia,Big East,7,5,NULL,0.583,3,4,NULL,0.429,29.7,30.3,Big East
2000,Temple,Big East,4,7,NULL,0.364,1,6,NULL,0.143,20.4,24.5,Big East
2000,Rutgers,Big East,3,8,NULL,0.273,0,7,NULL,0,21.2,36.3,Big East
2000,Michigan,Big Ten,9,3,NULL,0.75,6,2,NULL,0.75,33.7,19.1,Big Ten
2000,Northwestern,Big Ten,8,4,NULL,0.667,6,2,NULL,0.75,36.8,33.3,Big Ten
