yr,school_name,conf_abbr,wins,losses,ties,win_loss_pct,wins_conf,losses_conf,ties_conf,win_loss_pct_conf,points_per_g,opp_points_per_g,confname
1930,Montana State,RMC,6,3,0,0.667,1,1,0,0.5,19.4,13.7,RMC
1930,Denver,RMC,5,4,0,0.556,4,3,0,0.571,15.6,16.4,RMC
1930,Northern Colorado,RMC,2,2,3,0.5,2,2,3,0.5,6.9,10.4,RMC
1930,Colorado State,RMC,3,5,1,0.389,3,3,1,0.5,7.4,11.6,RMC
1930,Utah State,RMC,3,5,1,0.389,3,4,1,0.438,8.1,22.8,RMC
1930,Colorado College,RMC,2,4,2,0.375,2,4,2,0.375,10.6,11.1,RMC
1930,Wyoming,RMC,2,5,1,0.313,1,5,1,0.214,10.8,20.1,RMC
1930,Colorado Mines,RMC,1,5,0,0.167,1,4,0,0.2,5.8,13.2,RMC
1930,Western State,RMC,0,6,0,0,0,5,0,0,2.3,23.7,RMC
1930,Alabama,Southern,10,0,0,1,8,0,0,1,27.1,1.3,Southern
1930,Tulane,Southern,8,1,0,0.889,5,0,0,1,29.2,3.3,Southern
1930,Tennessee,Southern,9,1,0,0.9,6,1,0,0.857,20.9,3.1,Southern
1930,Duke,Southern,8,1,2,0.818,4,1,1,0.75,13.4,4.4,Southern
1930,Vanderbilt,Southern,8,2,0,0.8,5,2,0,0.714,22.5,4.5,Southern
1930,Clemson,Southern,8,2,0,0.8,3,2,0,0.6,23.9,8.2,Southern
1930,Florida,Southern,6,3,1,0.65,4,2,1,0.643,19.9,6,Southern
1930,North Carolina,Southern,5,3,2,0.6,4,2,2,0.625,15.3,10.3,Southern
1930,Maryland,Southern,7,5,0,0.583,4,2,0,0.667,20.8,12.3,Southern
1930,Georgia,Southern,7,2,1,0.75,3,2,1,0.583,18.5,7.1,Southern
1930,Kentucky,Southern,5,3,0,0.625,4,3,0,0.571,25.9,6.9,Southern
1930,South Carolina,Southern,6,4,0,0.6,4,3,0,0.571,10.8,12.3,Southern
1930,Virginia Tech,Southern,5,3,1,0.611,2,3,1,0.417,13.6,14.4,Southern
1930,Mississippi State,Southern,2,7,0,0.222,2,3,0,0.4,5.2,18.9,Southern
1930,Louisiana State,Southern,6,4,0,0.6,2,4,0,0.333,29.6,7.2,Southern
1930,Georgia Tech,Southern,2,6,1,0.278,2,4,1,0.357,8.8,20.6,Southern
1930,Virginia,Southern,4,6,0,0.4,2,5,0,0.286,14.4,21.5,Southern
1930,Sewanee,Southern,3,6,1,0.35,1,4,0,0.2,7.1,13.3,Southern
1930,Auburn,Southern,3,7,0,0.3,1,6,0,0.143,10.1,13.5,Southern
1930,Mississippi,Southern,3,5,1,0.389,1,5,0,0.167,14.2,15.6,Southern
1930,Washington & Lee,Southern,3,6,1,0.35,0,4,1,0.1,10.2,14.9,Southern
1930,North Carolina State,Southern,2,8,0,0.2,1,5,0,0.167,5.4,12.5,Southern
1930,Virginia Military Institute,Southern,3,6,0,0.333,0,5,0,0,3.3,13.6,Southern
1930,Texas,SWC,8,1,1,0.85,4,1,0,0.8,17.9,2,SWC
1930,Baylor,SWC,6,3,1,0.65,3,1,1,0.7,20.5,8,SWC
1930,Texas Christian,SWC,9,2,1,0.792,4,2,0,0.667,24.8,4.1,SWC
1930,Southern Methodist,SWC,6,3,1,0.65,2,2,1,0.5,18.7,8.6,SWC
1930,Arkansas,SWC,3,6,0,0.333,2,2,0,0.5,8.7,17.1,SWC
1930,Rice,SWC,8,4,0,0.667,2,4,0,0.333,11.3,7.6,SWC
1930,Texas A&M,SWC,2,7,0,0.222,0,5,0,0,7.3,11.1,SWC
1930,Michigan,Western,8,0,1,0.944,5,0,0,1,12.3,2.6,Western
1930,Northwestern,Western,7,1,0,0.875,5,0,0,1,22.8,4.5,Western
1930,Purdue,Western,6,2,0,0.75,4,2,0,0.667,18.8,5.1,Western
1930,Wisconsin,Western,6,2,1,0.722,2,2,1,0.5,25.2,4.4,Western
1930,Ohio State,Western,5,2,1,0.688,2,2,1,0.5,17.4,6,Western
1930,Minnesota,Western,3,4,1,0.438,1,3,0,0.25,15.8,10.1,Western
1930,Illinois,Western,3,5,0,0.375,1,4,0,0.2,9.8,12.1,Western
1930,Indiana,Western,2,5,1,0.313,1,3,0,0.25,3.5,15.1,Western
1930,Iowa,Western,4,4,0,0.5,0,1,0,0,11,9.3,Western
1930,Chicago,Western,2,5,2,0.333,0,4,0,0,3.7,14.3,Western
1931,Nebraska,Big 6,8,2,0,0.8,5,0,0,1,13.6,8.2,Big 6
1931,Iowa State,Big 6,5,3,0,0.625,3,1,0,0.75,9,9.3,Big 6
1931,Kansas State,Big 6,8,2,0,0.8,3,2,0,0.6,16.4,3.9,Big 6
1931,Kansas,Big 6,5,5,0,0.5,1,3,0,0.25,11.2,5.4,Big 6
1931,Oklahoma,Big 6,4,7,1,0.375,1,4,0,0.2,7.3,9,Big 6
1931,Missouri,Big 6,2,8,0,0.2,1,4,0,0.2,7.2,19.3,Big 6
1931,Arizona State,BIAA,6,2,0,0.75,3,1,0,0.75,21.1,8.3,BIAA
1931,New Mexico,BIAA,3,3,1,0.5,1,1,1,0.5,11.4,10,BIAA
1931,Arizona,BIAA,3,5,1,0.389,1,1,1,0.5,8,16.6,BIAA
1931,Northern Arizona,BIAA,3,5,0,0.375,2,3,0,0.4,11.8,15.6,BIAA
1931,New Mexico State,BIAA,6,4,0,0.6,1,2,0,0.333,14.9,9,BIAA
1931,Bucknell,Ind,6,0,3,0.833,0,0,0,0,16.4,5.2,Ind
1931,Colgate,Ind,8,1,0,0.889,0,0,0,0,25.2,3.8,Ind
1931,Columbia,Ind,7,1,1,0.833,0,0,0,0,24.8,2.9,Ind
1931,Cornell,Ind,7,1,0,0.875,0,0,0,0,29.9,2.5,Ind
1931,Harvard,Ind,7,1,0,0.875,0,0,0,0,18.6,3.6,Ind
1931,Marquette,Ind,8,1,0,0.889,0,0,0,0,19.1,2.8,Ind
1931,Pittsburgh,Ind,8,1,0,0.889,0,0,0,0,31.1,4.1,Ind
1931,Saint Mary's (CA),Ind,8,2,0,0.8,0,0,0,0,11.9,6.5,Ind
1931,Syracuse,Ind,7,1,1,0.833,0,0,0,0,26.4,6.2,Ind
1931,Temple,Ind,8,1,1,0.85,0,0,0,0,15.8,4.2,Ind
1931,Army,Ind,8,2,1,0.773,0,0,0,0,26.9,6.5,Ind
1931,Brown,Ind,7,3,0,0.7,0,0,0,0,18.4,10,Ind
1931,Detroit Mercy,Ind,7,2,1,0.75,0,0,0,0,11.2,7.1,Ind
1931,Fordham,Ind,6,1,2,0.778,0,0,0,0,22.8,4,Ind
1931,Notre Dame,Ind,6,2,1,0.722,0,0,0,0,23.9,4.4,Ind
1931,Yale,Ind,5,1,2,0.75,0,0,0,0,24.8,9.9,Ind
1931,Dartmouth,Ind,5,3,1,0.611,0,0,0,0,24,12.2,Ind
1931,Michigan State,Ind,5,3,1,0.611,0,0,0,0,32.3,6.8,Ind
1931,New York University,Ind,6,3,1,0.65,0,0,0,0,21.2,4.7,Ind
1931,Pennsylvania,Ind,6,3,0,0.667,0,0,0,0,13.4,10.4,Ind
1931,Washington & Jefferson,Ind,6,4,0,0.6,0,0,0,0,11.2,8.9,Ind
1931,Centenary (LA),Ind,5,5,0,0.5,0,0,0,0,14.5,10.2,Ind
1931,Davidson,Ind,4,4,2,0.5,0,0,0,0,5.4,7.2,Ind
1931,Navy,Ind,5,5,1,0.5,0,0,0,0,7.1,8.6,Ind
1931,Villanova,Ind,4,3,2,0.556,0,0,0,0,14.6,6.9,Ind
1931,Wake Forest,Ind,4,4,0,0.5,0,0,0,0,5.6,17.3,Ind
1931,Georgetown,Ind,4,5,1,0.45,0,0,0,0,7.8,8.6,Ind
1931,Gonzaga,Ind,3,4,0,0.429,0,0,0,0,16.6,8.4,Ind
1931,West Virginia,Ind,4,6,0,0.4,0,0,0,0,9.1,12.2,Ind
1931,Carnegie Mellon,Ind,3,5,1,0.389,0,0,0,0,9.1,8.4,Ind
1931,Penn State,Ind,2,8,0,0.2,0,0,0,0,6.9,16.7,Ind
1931,Princeton,Ind,1,7,0,0.125,0,0,0,0,6.9,20.5,Ind
1931,Drake,MVC,5,6,0,0.455,3,0,0,1,11.8,20.5,MVC
1931,Oklahoma State,MVC,8,2,1,0.773,1,0,0,1,16.6,5.5,MVC
1931,Creighton,MVC,4,5,0,0.444,2,2,0,0.5,9.2,11.9,MVC
1931,Grinnell,MVC,5,3,0,0.625,1,2,0,0.333,11.8,7.1,MVC
1931,Washington (MO),MVC,2,7,0,0.222,0,3,0,0,2.9,21.6,MVC
1931,Southern California,PCC,10,1,0,0.909,7,0,0,1,33,4.7,PCC
1931,California,PCC,8,2,0,0.8,4,1,0,0.8,10.6,4.1,PCC
1931,Oregon,PCC,6,2,2,0.7,3,1,1,0.7,9,8.7,PCC
1931,Stanford,PCC,7,2,2,0.727,2,2,1,0.5,14.5,4,PCC
1931,Washington,PCC,5,3,1,0.611,3,3,1,0.5,18.4,9.2,PCC
1931,Washington State,PCC,6,4,0,0.6,4,3,0,0.571,12.3,11.1,PCC
1931,Oregon State,PCC,6,3,1,0.65,1,3,1,0.3,19.8,6.2,PCC
1931,Idaho,PCC,3,4,0,0.429,1,4,0,0.2,10.7,15.1,PCC
1931,UCLA,PCC,3,4,1,0.438,0,3,0,0,10.4,7.1,PCC
1931,Montana,PCC,1,6,0,0.143,0,5,0,0,8,22.1,PCC
1931,Utah,RMC,7,2,0,0.778,6,0,0,1,33.4,3.4,RMC
1931,Utah State,RMC,6,2,0,0.75,5,2,0,0.714,18.4,9,RMC
1931,Colorado State,RMC,5,4,0,0.556,5,2,0,0.714,15.2,15.3,RMC
1931,Colorado,RMC,5,3,0,0.625,3,2,0,0.6,13.9,11.8,RMC
1931,Wyoming,RMC,6,4,0,0.6,3,2,0,0.6,17,7.5,RMC
1931,Colorado College,RMC,4,4,0,0.5,4,3,0,0.571,8.9,15.4,RMC
1931,Brigham Young,RMC,4,4,0,0.5,2,3,0,0.4,8.6,13,RMC
1931,Denver,RMC,4,6,0,0.4,3,5,0,0.375,10.4,14.3,RMC
1931,Northern Colorado,RMC,2,4,1,0.357,2,4,1,0.357,7.1,9.9,RMC
1931,Colorado Mines,RMC,1,5,1,0.214,0,4,1,0.1,3.7,21.4,RMC
1931,Western State,RMC,1,6,0,0.143,1,5,0,0.167,7.9,18.1,RMC
1931,Montana State,RMC,1,5,1,0.214,0,2,0,0,6.4,20.1,RMC
1931,Tulane,Southern,11,1,0,0.917,8,0,0,1,29.2,4.7,Southern
1931,Tennessee,Southern,9,0,1,0.95,6,0,1,0.929,24.3,1.5,Southern
1931,Alabama,Southern,9,1,0,0.9,7,1,0,0.875,37,5.7,Southern
1931,Georgia,Southern,8,2,0,0.8,6,1,0,0.857,20.1,11.8,Southern
1931,Maryland,Southern,8,1,1,0.85,4,1,1,0.75,19.4,9.8,Southern
1931,Kentucky,Southern,5,2,2,0.667,4,2,2,0.625,14.4,5.3,Southern
1931,Louisiana State,Southern,5,4,0,0.556,3,2,0,0.6,15.2,10,Southern
1931,Auburn,Southern,5,3,1,0.611,3,3,0,0.5,12.7,8.7,Southern
1931,Duke,Southern,5,3,2,0.6,3,3,1,0.5,7.4,4.6,Southern
1931,Sewanee,Southern,6,3,1,0.65,3,3,0,0.5,7,9.8,Southern
1931,South Carolina,Southern,5,4,1,0.55,3,3,1,0.5,14.6,7.9,Southern
1931,North Carolina,Southern,4,3,3,0.55,2,3,3,0.438,11.4,9.2,Southern
1931,Vanderbilt,Southern,5,4,0,0.556,3,4,0,0.429,21.3,11.4,Southern
1931,Washington & Lee,Southern,4,5,1,0.45,2,3,0,0.4,6.9,9,Southern
1931,Florida,Southern,2,6,2,0.3,2,4,2,0.375,7.3,16.8,Southern
1931,North Carolina State,Southern,3,6,0,0.333,2,4,0,0.333,6.7,11.6,Southern
1931,Virginia Military Institute,Southern,3,6,1,0.35,2,4,0,0.333,8.2,12.3,Southern
1931,Georgia Tech,Southern,2,7,1,0.25,2,4,1,0.357,9.8,20.7,Southern
1931,Virginia Tech,Southern,3,4,2,0.444,1,4,1,0.25,8.4,11.6,Southern
1931,Clemson,Southern,1,6,2,0.222,1,4,0,0.2,2.1,18.2,Southern
1931,Mississippi,Southern,2,6,1,0.278,1,5,0,0.167,8.1,23.3,Southern
1931,Mississippi State,Southern,2,6,0,0.25,0,5,0,0,5.9,23.4,Southern
1931,Virginia,Southern,1,7,2,0.2,0,5,1,0.083,4,11.2,Southern
1931,Southern Methodist,SWC,9,1,1,0.864,5,0,1,0.917,14.5,4.4,SWC
1931,Texas Christian,SWC,9,2,1,0.792,4,1,1,0.75,13.3,3.4,SWC
1931,Texas A&M,SWC,7,3,0,0.7,3,2,0,0.6,13.7,3.4,SWC
1931,Rice,SWC,6,4,0,0.6,3,3,0,0.5,17.8,6.6,SWC
1931,Texas,SWC,6,4,0,0.6,2,3,0,0.4,13.1,5.8,SWC
1931,Baylor,SWC,3,6,0,0.333,1,5,0,0.167,11.1,14.9,SWC
1931,Arkansas,SWC,3,5,1,0.389,0,4,0,0,9.1,14,SWC
1931,Purdue,Western,9,1,0,0.9,5,1,0,0.833,19.2,3.9,Western
1931,Michigan,Western,8,1,1,0.85,5,1,0,0.833,18.1,2.7,Western
1931,Northwestern,Western,7,1,1,0.833,5,1,0,0.833,15.3,4.4,Western
1931,Minnesota,Western,7,3,0,0.7,3,2,0,0.6,19.1,7.2,Western
1931,Ohio State,Western,6,3,0,0.667,4,2,0,0.667,21.6,8.2,Western
1931,Wisconsin,Western,5,4,1,0.55,3,3,0,0.5,10.5,11,Western
1931,Indiana,Western,2,5,1,0.313,1,4,1,0.25,6.4,12.3,Western
1931,Chicago,Western,2,6,1,0.278,1,4,0,0.2,7.1,13.8,Western
1931,Iowa,Western,1,6,1,0.188,0,3,1,0.125,0.9,16.4,Western
1931,Illinois,Western,2,6,0,0.25,0,6,0,0,7.3,17.5,Western
1932,Nebraska,Big 6,7,1,1,0.833,5,0,0,1,11.7,5.8,Big 6
1932,Kansas,Big 6,5,3,0,0.625,3,2,0,0.6,11.1,9.6,Big 6
1932,Oklahoma,Big 6,4,4,1,0.5,3,2,0,0.6,10,9,Big 6
1932,Kansas State,Big 6,4,4,0,0.5,2,3,0,0.4,20,10,Big 6
1932,Missouri,Big 6,1,7,1,0.167,1,3,1,0.3,3.6,20.4,Big 6
1932,Iowa State,Big 6,3,4,1,0.438,0,4,1,0.1,13.1,12.6,Big 6
1932,Texas Tech,BIAA,10,2,0,0.833,2,0,0,1,31.8,2.9,BIAA
1932,Arizona,BIAA,4,5,0,0.444,3,2,0,0.6,9.1,11.8,BIAA
1932,Arizona State,BIAA,4,3,1,0.563,2,2,1,0.5,22.8,11.5,BIAA
1932,Northern Arizona,BIAA,3,2,2,0.571,2,2,1,0.5,5.7,4.4,BIAA
1932,New Mexico State,BIAA,4,5,1,0.45,1,2,1,0.375,25.2,8.8,BIAA
1932,New Mexico,BIAA,1,6,1,0.188,1,3,1,0.3,3.9,23.9,BIAA
1932,Colgate,Ind,9,0,0,1,0,0,0,0,29.3,0,Ind
1932,Centenary (LA),Ind,8,0,1,0.944,0,0,0,0,20.3,2.9,Ind
1932,Army,Ind,8,2,0,0.8,0,0,0,0,26.1,3.9,Ind
1932,Brown,Ind,7,1,0,0.875,0,0,0,0,10.1,5.3,Ind
1932,Columbia,Ind,7,1,1,0.833,0,0,0,0,22.1,3.6,Ind
1932,Detroit Mercy,Ind,8,2,0,0.8,0,0,0,0,13.6,6.6,Ind
1932,Michigan State,Ind,7,1,0,0.875,0,0,0,0,27.5,8,Ind
1932,Pittsburgh,Ind,8,1,2,0.818,0,0,0,0,16.5,5.5,Ind
1932,Fordham,Ind,6,2,0,0.75,0,0,0,0,24.1,3.5,Ind
1932,George Washington,Ind,6,2,1,0.722,0,0,0,0,16.6,8.4,Ind
1932,Notre Dame,Ind,7,2,0,0.778,0,0,0,0,28.3,3.4,Ind
1932,Pennsylvania,Ind,6,2,0,0.75,0,0,0,0,22.3,7.3,Ind
1932,Saint Louis,Ind,5,2,0,0.714,0,0,0,0,14.7,7.1,Ind
1932,Saint Mary's (CA),Ind,6,2,1,0.722,0,0,0,0,13.1,6.6,Ind
1932,Temple,Ind,5,1,2,0.75,0,0,0,0,13.1,6.6,Ind
1932,Villanova,Ind,7,2,0,0.778,0,0,0,0,21.3,5.9,Ind
1932,Cornell,Ind,5,2,1,0.688,0,0,0,0,21.8,4.9,Ind
1932,Gonzaga,Ind,5,3,0,0.625,0,0,0,0,22.3,9.6,Ind
1932,Harvard,Ind,5,3,0,0.625,0,0,0,0,21.1,12.4,Ind
1932,New York University,Ind,5,3,0,0.625,0,0,0,0,16,8.5,Ind
1932,Richmond,Ind,4,2,2,0.625,0,0,0,0,5.5,6.1,Ind
1932,Santa Clara,Ind,6,3,0,0.667,0,0,0,0,13.4,4.6,Ind
1932,Washington & Jefferson,Ind,5,3,1,0.611,0,0,0,0,10.4,4.2,Ind
1932,William & Mary,Ind,8,4,0,0.667,0,0,0,0,18.4,8,Ind
1932,Bucknell,Ind,4,4,1,0.5,0,0,0,0,9.1,11.1,Ind
1932,Carnegie Mellon,Ind,4,3,2,0.556,0,0,0,0,12.3,8.2,Ind
1932,Dartmouth,Ind,4,4,0,0.5,0,0,0,0,19.5,6.4,Ind
1932,Davidson,Ind,4,4,1,0.5,0,0,0,0,9.1,5.8,Ind
1932,Marquette,Ind,4,3,1,0.563,0,0,0,0,12.3,6,Ind
1932,Princeton,Ind,2,2,3,0.5,0,0,0,0,13.7,5.9,Ind
1932,Syracuse,Ind,4,4,1,0.5,0,0,0,0,15.2,10.7,Ind
1932,Wake Forest,Ind,3,3,2,0.5,0,0,0,0,4.9,4.5,Ind
1932,West Virginia,Ind,5,5,0,0.5,0,0,0,0,13.7,11.5,Ind
1932,Yale,Ind,2,2,3,0.5,0,0,0,0,5.9,5.9,Ind
1932,Citadel,Ind,4,5,0,0.444,0,0,0,0,7.1,13.7,Ind
1932,Lafayette,Ind,3,5,0,0.375,0,0,0,0,11.8,9.4,Ind
1932,Georgetown,Ind,2,6,1,0.278,0,0,0,0,5.8,17.8,Ind
1932,Navy,Ind,2,6,1,0.278,0,0,0,0,7.4,8.9,Ind
1932,Penn State,Ind,2,5,0,0.286,0,0,0,0,11.7,16.4,Ind
1932,San Francisco,Ind,2,6,0,0.25,0,0,0,0,9.6,11.3,Ind
1932,Oklahoma State,MVC,9,1,2,0.833,3,0,0,1,14.8,4,MVC
1932,Creighton,MVC,5,2,1,0.688,3,1,0,0.75,14.4,8.1,MVC
1932,Butler,MVC,2,4,1,0.357,0,0,1,0.5,5.9,11.3,MVC
1932,Washington (MO),MVC,4,4,0,0.5,1,2,0,0.333,10,11.5,MVC
1932,Drake,MVC,2,6,1,0.278,1,3,1,0.3,6.3,21.8,MVC
1932,Grinnell,MVC,3,4,1,0.438,1,3,0,0.25,8.4,9.6,MVC
1932,Southern California,PCC,10,0,0,1,6,0,0,1,20.1,1.3,PCC
1932,Washington State,PCC,7,1,1,0.833,5,1,1,0.786,14.4,3.1,PCC
1932,UCLA,PCC,6,4,0,0.6,4,2,0,0.667,14.9,6.1,PCC
1932,Washington,PCC,6,2,2,0.7,3,2,2,0.571,19.3,5.6,PCC
1932,California,PCC,7,3,2,0.667,2,2,1,0.5,14.1,7.4,PCC
1932,Oregon,PCC,6,3,1,0.65,2,2,1,0.5,10.9,6.4,PCC
1932,Stanford,PCC,6,4,1,0.591,1,3,1,0.3,15.5,5.3,PCC
1932,Oregon State,PCC,4,6,0,0.4,1,4,0,0.2,13,10.9,PCC
1932,Idaho,PCC,3,5,0,0.375,1,4,0,0.2,14.3,12.1,PCC
1932,Montana,PCC,2,7,0,0.222,0,5,0,0,9.3,24.9,PCC
1932,Utah,RMC,6,1,1,0.813,6,0,0,1,20.3,5.9,RMC
1932,Brigham Young,RMC,8,1,0,0.889,5,1,0,0.833,20.9,5.6,RMC
1932,Colorado College,RMC,5,2,0,0.714,5,2,0,0.714,13.3,11.7,RMC
1932,Denver,RMC,4,3,1,0.563,4,1,1,0.75,7.5,9.3,RMC
1932,Northern Colorado,RMC,4,2,1,0.643,2,2,1,0.5,10.3,7.1,RMC
1932,Colorado State,RMC,4,3,1,0.563,4,3,1,0.563,12.5,5.6,RMC
1932,Utah State,RMC,4,4,0,0.5,3,3,0,0.5,15.4,13.1,RMC
1932,Colorado,RMC,2,4,0,0.333,2,4,0,0.333,10.5,7.7,RMC
1932,Wyoming,RMC,2,6,1,0.278,1,4,1,0.25,5.9,15.2,RMC
1932,Colorado Mines,RMC,1,7,0,0.125,1,5,0,0.167,5,18.8,RMC
1932,Montana State,RMC,3,3,1,0.5,0,3,0,0,6.6,8.4,RMC
1932,Western State,RMC,1,5,0,0.167,0,5,0,0,4.2,22.8,RMC
1932,Louisiana State,Southern,6,3,1,0.65,4,0,0,1,18.7,3.1,Southern
1932,Auburn,Southern,9,0,1,0.95,6,0,1,0.929,27.5,5.4,Southern
1932,Tennessee,Southern,9,0,1,0.95,7,0,1,0.938,23.8,3.6,Southern
1932,Virginia Tech,Southern,8,1,0,0.889,6,1,0,0.857,17,3.1,Southern
1932,Alabama,Southern,8,2,0,0.8,5,2,0,0.714,20,5.1,Southern
1932,North Carolina State,Southern,6,1,2,0.778,3,1,1,0.7,10.8,3.2,Southern
1932,Vanderbilt,Southern,6,1,2,0.778,4,1,2,0.714,14.2,5.1,Southern
1932,Duke,Southern,7,3,0,0.7,5,3,0,0.625,15.3,4,Southern
1932,Tulane,Southern,6,2,1,0.722,5,2,1,0.688,14.6,10.6,Southern
1932,South Carolina,Southern,5,4,2,0.545,2,2,2,0.5,8.5,6.2,Southern
1932,Georgia Tech,Southern,4,5,1,0.45,4,4,1,0.5,11.4,10.5,Southern
1932,Virginia,Southern,5,4,0,0.556,2,3,0,0.4,10.6,7.4,Southern
1932,Kentucky,Southern,4,5,0,0.444,4,5,0,0.444,12.9,8.6,Southern
1932,Mississippi,Southern,5,6,0,0.455,2,3,0,0.4,13.5,13.5,Southern
1932,Maryland,Southern,5,6,0,0.455,2,4,0,0.333,13.5,14.4,Southern
1932,North Carolina,Southern,3,5,2,0.4,2,5,1,0.313,8.4,14.2,Southern
1932,Georgia,Southern,2,5,2,0.333,2,4,2,0.375,13.6,12.9,Southern
1932,Virginia Military Institute,Southern,2,8,0,0.2,1,4,0,0.2,4.4,16.6,Southern
1932,Washington & Lee,Southern,1,9,0,0.1,1,4,0,0.2,2,18.8,Southern
1932,Florida,Southern,3,6,0,0.333,1,6,0,0.143,12,15.1,Southern
1932,Clemson,Southern,3,5,1,0.389,0,4,0,0,9.9,12.3,Southern
1932,Mississippi State,Southern,3,5,0,0.375,0,4,0,0,4.1,19.4,Southern
1932,Sewanee,Southern,2,7,1,0.25,0,6,0,0,3.5,15.9,Southern
1932,Texas Christian,SWC,10,0,1,0.955,6,0,0,1,25.7,2.1,SWC
1932,Texas,SWC,8,2,0,0.8,5,1,0,0.833,22,4.9,SWC
1932,Rice,SWC,7,3,0,0.7,3,3,0,0.5,14.1,7.7,SWC
1932,Texas A&M,SWC,4,4,2,0.5,1,2,2,0.4,7.5,7.8,SWC
1932,Baylor,SWC,3,5,1,0.389,1,4,1,0.25,8.6,10.2,SWC
1932,Southern Methodist,SWC,3,7,2,0.333,1,4,1,0.25,6.8,9.3,SWC
1932,Arkansas,SWC,1,6,2,0.222,1,4,0,0.2,7.2,14.8,SWC
1932,Michigan,Western,8,0,0,1,6,0,0,1,15.4,1.6,Western
1932,Purdue,Western,7,0,1,0.938,5,0,1,0.917,20.5,5.3,Western
1932,Wisconsin,Western,6,1,1,0.813,4,1,1,0.75,18.9,6,Western
1932,Ohio State,Western,4,1,3,0.688,2,1,2,0.6,11.3,5.1,Western
1932,Minnesota,Western,5,3,0,0.625,2,3,0,0.4,10.8,5.3,Western
1932,Northwestern,Western,3,4,1,0.438,2,3,1,0.417,14.5,9.5,Western
1932,Illinois,Western,5,4,0,0.556,2,4,0,0.333,10.7,11.2,Western
1932,Chicago,Western,3,4,1,0.438,1,4,0,0.2,11.9,11.8,Western
1932,Indiana,Western,3,4,1,0.438,1,4,1,0.25,8.1,9.5,Western
1932,Iowa,Western,1,7,0,0.125,0,5,0,0,7.8,21.4,Western
1933,Nebraska,Big 6,8,1,0,0.889,5,0,0,1,15.3,2.1,Big 6
1933,Kansas State,Big 6,6,2,1,0.722,4,1,0,0.8,11.7,3.2,Big 6
1933,Oklahoma,Big 6,4,4,1,0.5,3,2,0,0.6,9.1,7.8,Big 6
1933,Kansas,Big 6,5,4,1,0.55,2,3,0,0.4,10.2,5.1,Big 6
1933,Iowa State,Big 6,3,5,1,0.389,1,4,0,0.2,8.1,13.3,Big 6
1933,Missouri,Big 6,1,8,0,0.111,0,5,0,0,6.4,21.4,Big 6
1933,Texas Tech,BIAA,8,1,0,0.889,1,0,0,1,16,3.3,BIAA
1933,Northern Arizona,BIAA,5,1,0,0.833,4,1,0,0.8,9.8,6.3,BIAA
1933,Arizona,BIAA,5,3,0,0.625,3,2,0,0.6,14.1,4.4,BIAA
1933,New Mexico,BIAA,3,4,1,0.438,2,2,0,0.5,11.5,13.5,BIAA
1933,Arizona State,BIAA,3,5,0,0.375,2,3,0,0.4,9.1,15.6,BIAA
1933,New Mexico State,BIAA,2,6,0,0.25,0,4,0,0,12.5,9,BIAA
1933,Princeton,Ind,9,0,0,1,0,0,0,0,24.1,0.9,Ind
1933,Army,Ind,9,1,0,0.9,0,0,0,0,22.7,2.6,Ind
1933,Duquesne,Ind,10,1,0,0.909,0,0,0,0,18.7,3,Ind
1933,Centenary (LA),Ind,8,0,4,0.833,0,0,0,0,15.1,2.1,Ind
1933,Colgate,Ind,6,1,1,0.813,0,0,0,0,23.6,1.5,Ind
1933,Columbia,Ind,8,1,0,0.889,0,0,0,0,19.9,5,Ind
1933,Detroit Mercy,Ind,7,1,0,0.875,0,0,0,0,19.6,2.5,Ind
1933,Pittsburgh,Ind,8,1,0,0.889,0,0,0,0,16.3,1.4,Ind
1933,Tulsa,Ind,6,1,0,0.857,0,0,0,0,13.3,2.7,Ind
1933,Bucknell,Ind,7,2,0,0.778,0,0,0,0,22.6,6.3,Ind
1933,Davidson,Ind,6,2,1,0.722,0,0,0,0,12.1,7.8,Ind
1933,Fordham,Ind,6,2,0,0.75,0,0,0,0,24.4,5,Ind
1933,Furman,Ind,6,1,2,0.778,0,0,0,0,13.1,3.3,Ind
1933,Loyola Marymount,Ind,7,2,1,0.75,0,0,0,0,17.8,7.1,Ind
1933,Santa Clara,Ind,6,2,1,0.722,0,0,0,0,11.2,4.4,Ind
1933,Villanova,Ind,7,2,1,0.75,0,0,0,0,23.4,5.4,Ind
1933,George Washington,Ind,5,3,1,0.611,0,0,0,0,13.9,5.7,Ind
1933,Harvard,Ind,5,2,1,0.688,0,0,0,0,17.4,7,Ind
1933,Michigan State,Ind,4,2,2,0.625,0,0,0,0,9.1,6.1,Ind
1933,Saint Louis,Ind,6,3,0,0.667,0,0,0,0,14.3,8.6,Ind
1933,Saint Mary's (CA),Ind,6,3,1,0.65,0,0,0,0,16.1,7.3,Ind
1933,Temple,Ind,5,3,0,0.625,0,0,0,0,13.8,12,Ind
1933,Carnegie Mellon,Ind,4,3,2,0.556,0,0,0,0,6.8,4.4,Ind
1933,Cornell,Ind,4,3,0,0.571,0,0,0,0,16.6,12.7,Ind
1933,Dartmouth,Ind,4,4,1,0.5,0,0,0,0,14.2,9.7,Ind
1933,Mercer,Ind,4,3,2,0.556,0,0,0,0,13.9,7.3,Ind
1933,Navy,Ind,5,4,0,0.556,0,0,0,0,10,9.6,Ind
